,Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,PE Ratio (TTM)
33,021240.KS,"COWAY Co., Ltd.","72,200.00","-1,100.00",-1.50%,"160,774","281,565",5.239T,N/A
34,BOGA.JK,PT Bintang Oto Global Tbk,"1,360.00",0.00,0.00%,69.918M,34.522M,5.173T,583.69
35,9988.HK,Alibaba Group Holding Limited,237.800,+5.400,+2.32%,31.883M,23.199M,5.104T,N/A
36,MASA.JK,PT Multistrada Arah Sarana Tbk,550.00,+15.00,+2.80%,"121,700","28,191",5.051T,N/A
37,MCN.MX,"LVMH Moet Hennessy - Louis Vuitton, Societe Europeenne","10,101.50",0.00,0.00%,0,441,5.028T,727.41
38,7267.T,"Honda Motor Co., Ltd.","2,726.00",-41.50,-1.50%,3.936M,4.627M,4.707T,10.48
39,035250.KS,"Kangwon Land, Inc.","23,200.00",+800.00,+3.57%,"878,844",1.007M,4.704T,N/A
40,4661.T,"Oriental Land Co., Ltd.","14,120.00",-220.00,-1.53%,"496,700","959,678",4.623T,77.03
41,AUTO.JK,PT Astra Otoparts Tbk,915.00,+25.00,+2.81%,2.885M,1.606M,4.41T,6.35
42,008775.KS,"Hotel Shilla Co.,Ltd","63,800.00",0.00,0.00%,"11,892","47,029",4.24T,N/A
43,ERAA.JK,PT Erajaya Swasembada Tbk,"1,320.00",-30.00,-2.22%,39.791M,20.981M,4.198T,12.02
44,SRIL.JK,PT Sri Rejeki Isman Tbk,197.00,+2.00,+1.03%,34.222M,38.09M,4.029T,"49,250.00"
45,RALS.JK,PT Ramayana Lestari Sentosa Tbk,575.00,0.00,0.00%,23.605M,17.829M,3.876T,6.64
46,FAST.JK,PT Fast Food Indonesia Tbk,935.00,0.00,0.00%,"61,400","152,893",3.728T,18.97
47,HERO.JK,PT Hero Supermarket Tbk,890.00,+5.00,+0.56%,"4,500","62,567",3.723T,121.70
48,MELI.BA,"MercadoLibre, Inc.","56,357.50",+730.50,+1.31%,58,"1,044",3.591T,N/A
49,LPPF.JK,PT Matahari Department Store Tbk,"1,385.00",-25.00,-1.77%,23.804M,24.567M,3.637T,3.34
50,CENCOSUD.SN,Cencosud S.A.,"1,259.90",-33.10,-2.56%,"176,573","672,132",3.597T,N/A
51,NKE.MX,"NIKE, Inc.","2,247.18",0.00,0.00%,5,"2,844",3.37T,"1,404.49"
52,HMC.BA,"Honda Motor Co., Ltd.","2,812.00",0.00,0.00%,41,7,3.149T,N/A
53,161390.KS,"Hankook Tire & Technology Co., Ltd.","26,700.00",-200.00,-0.74%,"429,730","556,572",3.279T,N/A
54,MAPB.JK,PT. Map Boga Adiperkasa Tbk,"1,500.00",0.00,0.00%,"3,200","1,793",3.256T,25.97
55,6902.T,DENSO Corporation,"4,168.00",-77.00,-1.81%,1.21M,1.781M,3.23T,47.43
56,MCD.MX,McDonald's Corporation,"4,235.50",0.00,0.00%,1,683,3.085T,554.38
57,007070.KS,"GS Retail Co., Ltd.","37,750.00",+250.00,+0.67%,"187,185","381,879",2.907T,N/A
58,EBAY.BA,eBay Inc.,"6,486.00",+251.00,+4.03%,12,107,2.946T,"2,266.25"
59,KBAG.JK,PT Karya Bersama Anugerah Tbk,398.00,+6.00,+1.53%,36.711M,27.738M,2.846T,N/A
60,035760.KQ,"CJ ENM CO., Ltd.","123,200.00","+8,200.00",+7.13%,"415,652",N/A,2.702T,N/A
61,008770.KS,"Hotel Shilla Co.,Ltd","70,800.00",-500.00,-0.70%,"249,525","687,520",2.628T,N/A
62,BRAM.JK,PT Indo Kordsa Tbk,"5,775.00",0.00,0.00%,400,275,2.599T,"339,705.88"
63,253450.KQ,Studio Dragon Corporation,"92,500.00","+1,900.00",+2.10%,"496,144","240,748",2.595T,N/A
64,4689.T,Z Holdings Corporation,540.00,+1.00,+0.19%,26.462M,19.967M,2.572T,31.99
65,9843.T,"Nitori Holdings Co., Ltd.","22,325.00",+215.00,+0.97%,"476,700","361,859",2.511T,32.85
66,WOOD.JK,PT Integra Indocabinet Tbk,398.00,-2.00,-0.50%,17.621M,41.608M,2.51T,11.68
67,NATO.JK,PT Nusantara Properti Internasional Tbk,292.00,-18.00,-5.81%,3.792M,13.555M,2.336T,"1,536.84"
68,023530.KS,"Lotte Shopping Co., Ltd.","82,200.00","+1,400.00",+1.73%,"67,680","150,746",2.324T,N/A
69,JDN.MX,"JD.com, Inc.","1,468.00",+60.00,+4.26%,561,"2,477",2.312T,"9,986.39"
70,081660.KS,FILA Holdings Corporation,"38,300.00",+950.00,+2.54%,"656,100","583,379",2.304T,N/A
71,5108.T,Bridgestone Corporation,"3,398.00",-34.00,-0.99%,2.226M,1.942M,2.23T,9.63
72,004170.KS,Shinsegae Inc.,"217,500.00",-500.00,-0.23%,"51,442","95,450",2.139T,N/A
73,8267.T,"Aeon Co., Ltd.","2,533.50",-24.50,-0.96%,2.453M,2.057M,2.133T,79.59
74,MPMX.JK,PT Mitra Pinasthika Mustika Tbk,488.00,+4.00,+0.83%,1.149M,3.445M,2.103T,5.34
75,PZZA.JK,PT Sarimelati Kencana Tbk.,685.00,+15.00,+2.24%,3.865M,1.918M,2.07T,12.48
76,CPG.L,Compass Group PLC,"1,121.50",-17.50,-1.54%,1.688M,6.936M,20.006B,17.28
77,SBUX.MX,Starbucks Corporation,"1,688.03",+1.03,+0.06%,20,"3,483",1.975T,598.80
78,7309.T,Shimano Inc.,"21,520.00",-390.00,-1.78%,"233,100","289,439",1.995T,32.47
79,SONA.JK,PT Sona Topas Tourism Industry Tbk,"6,000.00",0.00,0.00%,100,38,1.987T,189.78
80,KMTR.JK,PT Kirana Megatara Tbk,238.00,0.00,0.00%,"9,200","10,962",1.955T,N/A
81,7269.T,Suzuki Motor Corporation,"3,794.00",-41.00,-1.07%,2.05M,2.047M,1.841T,13.25
82,MARUTI.NS,Maruti Suzuki India Limited,"6,044.40",-182.35,-2.93%,1.204M,1.786M,1.826T,32.16
83,MARUTI.BO,Maruti Suzuki India Limited,"6,043.50",-182.25,-2.93%,"32,485","60,507",1.826T,32.15
84,IMAS.JK,PT Indomobil Sukses Internasional Tbk,650.00,+15.00,+2.36%,2.554M,4.032M,1.797T,N/A
85,6201.T,Toyota Industries Corporation,"5,600.00",-140.00,-2.44%,"333,400","453,226",1.739T,11.92
86,TFCO.JK,PT Tifico Fiber Indonesia Tbk,358.00,0.00,0.00%,200,"1,691",1.727T,N/A
87,PMJS.JK,PT Putra Mandiri Jembar Tbk,125.00,0.00,0.00%,"107,700","195,211",1.719T,22.21
88,7270.T,Subaru Corporation,"2,222.00",-35.00,-1.55%,1.952M,3.141M,1.704T,11.17
89,DAYA.JK,PT Duta Intidaya Tbk,700.00,0.00,0.00%,"1,800","2,729",1.694T,124.20
90,PBRX.JK,PT Pan Brothers Tbk,258.00,-18.00,-6.52%,"699,900",1.289M,1.671T,"86,000.00"
91,FLTR.L,Flutter Entertainment plc,"10,760.00",+15.00,+0.14%,"154,285","566,469",16.807B,60.04
92,009240.KS,"Hanssem Co., Ltd.","94,600.00","+1,800.00",+1.94%,"117,356","121,059",1.633T,N/A
93,PBID.JK,PT Panca Budi Idaman Tbk,860.00,0.00,0.00%,"239,700","93,445",1.613T,7.30
94,AMZN.SN,"Amazon.com, Inc.","3,059.90",+30.80,+1.02%,17,65,1.512T,146.15
95,BKNG.MX,Booking Holdings Inc.,"37,486.81",0.00,0.00%,0,38,1.515T,467.66
96,7201.T,"Nissan Motor Co., Ltd.",391.20,-7.60,-1.91%,19.06M,22.72M,1.53T,N/A
97,AMZN,"Amazon.com, Inc.","3,013.24",+13.12,+0.44%,1.95M,4.791M,1.503T,143.93
98,INDR.JK,PT. Indo-Rama Synthetics Tbk,"2,260.00",-50.00,-2.16%,"8,700","19,395",1.479T,"113,000.00"
99,INDS.JK,PT Indospring Tbk,"2,250.00",-60.00,-2.60%,"5,300","6,903",1.477T,12.19
0,HOME34.SA,"The Home Depot, Inc.",667.31,0.00,0.00%,0,"1,784",1.425T,132.53
1,TSLA34.SA,"Tesla, Inc.","1,868.01",-11.99,-0.64%,270,656,1.372T,N/A
2,TJX.MX,"The TJX Companies, Inc.","1,165.00",0.00,0.00%,0,"1,656",1.359T,841.76
3,IMJS.JK,PT Indomobil Multi Jasa Tbk,244.00,-2.00,-0.81%,1.224M,4.274M,1.408T,32.43
4,1928.T,"Sekisui House, Ltd.","2,053.50",-15.00,-0.73%,1.491M,2.114M,1.401T,9.50
5,007700.KS,"F&F Co., Ltd.","91,200.00","+2,600.00",+2.93%,"90,360","102,812",1.397T,N/A
6,AMZ.F,"Amazon.com, Inc.","2,682.00",-20.00,-0.74%,706,"1,010",1.313T,128.10
7,AMZN.VI,"Amazon.com, Inc.","2,685.00",-25.50,-0.94%,17,18,1.311T,128.25
8,AMZ.DE,"Amazon.com, Inc.","2,682.00",-20.00,-0.74%,"5,492","5,214",1.312T,128.10
9,069960.KS,"Hyundai Department Store Co., Ltd.","61,400.00",-400.00,-0.65%,"100,794","127,916",1.356T,N/A
10,4755.T,"Rakuten, Inc.",992.00,-8.00,-0.80%,6.194M,8.094M,1.345T,N/A
11,SPTO.JK,PT Surya Pertiwi Tbk,496.00,+2.00,+0.40%,"111,800","127,579",1.339T,7.15
12,GJTL.JK,PT. Gajah Tunggal Tbk,380.00,0.00,0.00%,5.37M,5.226M,1.324T,N/A
13,JIHD.JK,PT Jakarta International Hotels & Development Tbk,550.00,-40.00,-6.78%,200,"24,109",1.281T,N/A
14,7832.T,BANDAI NAMCO Holdings Inc.,"5,777.00",-66.00,-1.13%,"796,800","827,189",1.269T,22.02
15,000240.KS,"Hankook Technology Group Co., Ltd.","13,800.00",-400.00,-2.82%,"785,982","978,587",1.265T,N/A
16,ADSN.MX,adidas AG,"6,024.60",0.00,0.00%,0,323,1.223T,676.39
17,013890.KS,"Zinus, Inc","88,300.00",+100.00,+0.11%,"82,873","132,671",1.18T,N/A
18,054780.KQ,"Keyeast Co., Ltd.","13,800.00",+200.00,+1.47%,"441,962",N/A,1.175T,N/A
19,3690.HK,Meituan Dianping,199.800,+14.800,+8.00%,33.296M,28.676M,1.17T,N/A
20,MELIN.MX,"MercadoLibre, Inc.","23,200.00",0.00,0.00%,0,260,1.165T,N/A
21,111770.KS,Youngone Corporation,"26,000.00",-400.00,-1.52%,"101,364","188,381",1.141T,N/A
22,JGLE.JK,PT Graha Andrasentra Propertindo Tbk.,50.00,0.00,0.00%,"2,000","3,291",1.129T,N/A
23,031430.KS,"Shinsegae International Co., Ltd.","154,000.00","-1,000.00",-0.65%,"32,565","67,427",1.1T,N/A
24,014825.KS,Dongwon Systems Corporation,"31,500.00","+1,100.00",+3.62%,852,"1,428",1.089T,N/A
25,204320.KS,Mando Corporation,"23,250.00",+50.00,+0.22%,"323,283","528,217",1.089T,N/A
26,TRST.JK,PT Trias Sentosa Tbk,382.00,-4.00,-1.04%,"9,400","1,580",1.019T,32.35
27,HRTA.JK,PT Hartadinata Abadi Tbk,232.00,+4.00,+1.75%,"111,600","163,122",1.068T,7.30
28,BELL.JK,PT Trisula Textile Industries Tbk,705.00,+5.00,+0.71%,"473,900","125,233",1.022T,59.09
29,DAIN.MX,Daimler AG,899.00,0.00,0.00%,1,55,1.017T,91.06
30,034230.KQ,"Paradise Co., Ltd.","12,900.00",+150.00,+1.18%,"424,100",1.177M,1.007T,N/A
31,032350.KS,"Lotte Tour Development Co., Ltd.","14,150.00",+250.00,+1.80%,"290,789","361,451",980.251B,N/A
32,BRNA.JK,PT Berlina Tbk,"1,000.00",0.00,0.00%,"31,000","4,943",979.11B,N/A
33,5802.T,"Sumitomo Electric Industries, Ltd.","1,249.50",-20.50,-1.61%,2.33M,2.548M,974.481B,13.40
34,BMWM5N.MX,Bayerische Motoren Werke AG,"1,506.12",+36.12,+2.46%,"9,320",20,978.183B,105.51
35,EBAY.MX,eBay Inc.,"1,302.00",0.00,0.00%,0,208,894.313B,227.46
36,011210.KS,HYUNDAI WIA Corporation,"36,050.00",+150.00,+0.42%,"107,573","196,904",957.549B,N/A
37,BOLA.JK,PT Bali Bintang Sejahtera Tbk,156.00,-7.00,-4.29%,"522,400","186,601",936B,127.04
38,035900.KQ,JYP Entertainment Corporation,"27,900.00","+2,950.00",+11.82%,6.59M,"584,555",923.367B,N/A
39,LULU.MX,Lululemon Athletica Inc.,"7,015.68",0.00,0.00%,0,N/A,891.791B,"1,590.14"
40,ECII.JK,PT Electronic City Indonesia Tbk,700.00,0.00,0.00%,100,"19,451",901.215B,27.16
41,SMU.SN,SMU S.A.,153.00,-2.00,-1.29%,3.397M,1.317M,883.205B,26.17
42,TITAN.BO,Titan Company Limited,991.35,-24.65,-2.43%,"129,298","137,742",880.324B,58.63
43,TITAN.NS,Titan Company Limited,991.15,-25.10,-2.47%,4.272M,4.054M,879.929B,58.61
44,073240.KS,"Kumho Tire Co., Inc.","3,035.00",+20.00,+0.66%,"273,014","518,813",871.834B,N/A
45,PJAA.JK,PT Pembangunan Jaya Ancol Tbk,530.00,0.00,0.00%,"635,900","349,682",848B,3.99
46,7951.T,Yamaha Corporation,"4,820.00",-135.00,-2.72%,"961,800","603,284",847.452B,24.76
47,178920.KQ,"PI Advanced Materials Co., Ltd.","28,650.00",-100.00,-0.35%,"113,624","600,134",841.344B,N/A
48,025980.KQ,Ananti Inc.,"10,400.00",+50.00,+0.48%,13.364M,"68,643",841.281B,N/A
49,EPAC.JK,PT Megalestari Epack Sentosaraya Tbk,254.00,-14.00,-5.22%,27.229M,N/A,839.064B,140.18
50,7259.T,"Aisin Seiki Co., Ltd.","3,105.00",-60.00,-1.90%,"780,500","827,725",836.81B,34.78
51,MPPA.JK,PT Matahari Putra Prima Tbk,111.00,0.00,0.00%,"797,900",2.535M,835.736B,N/A
52,071840.KS,"LOTTE Himart Co.,Ltd.","35,400.00",-250.00,-0.70%,"83,310","177,321",835.713B,N/A
53,NIKE34.SA,"NIKE, Inc.",525.00,0.00,0.00%,0,226,808.668B,328.12
54,BAJAJ-AUTO.BO,Bajaj Auto Limited,"2,852.50",+5.25,+0.18%,"52,326","25,532",825.419B,15.83
55,BAJAJ-AUTO.NS,Bajaj Auto Limited,"2,852.45",+5.30,+0.19%,1.349M,"929,566",825.433B,15.83
56,7564.T,"Workman Co.,Ltd.","10,010.00",+120.00,+1.21%,"701,600","609,654",816.92B,61.11
57,GM.MX,General Motors Company,567.00,-2.03,-0.36%,62,"4,688",800.133B,173.87
58,020000.KS,HANDSOME Corp.,"36,900.00","+1,550.00",+4.38%,"84,142","164,580",810.678B,N/A
59,3402.T,"Toray Industries, Inc.",497.70,-4.30,-0.86%,4.334M,7.705M,796.295B,14.39
60,SSTM.JK,PT Sunson Textile Manufacturer Tbk,675.00,0.00,0.00%,600,787,790.364B,N/A
61,114090.KS,"Grand Korea Leisure Co., Ltd.","12,750.00",+150.00,+1.19%,"392,711","399,205",788.66B,N/A
62,PSN.L,Persimmon Plc,"2,457.00",+45.00,+1.87%,"795,330",1.719M,7.836B,9.23
63,LVS.MX,Las Vegas Sands Corp.,"1,023.50",0.00,0.00%,6,"5,753",767.891B,371.91
64,9618.HK,"JD.com, Inc.",247.600,+5.600,+2.31%,4.512M,N/A,770.006B,N/A
65,CMG.MX,"Chipotle Mexican Grill, Inc.","25,794.74",0.00,0.00%,0,8,690.698B,"2,158.38"
66,2702.T,"McDonald's Holdings Company (Japan), Ltd.","5,740.00",+50.00,+0.88%,"292,400","440,834",763.185B,47.51
67,MLPL.JK,PT Multipolar Tbk,52.00,0.00,0.00%,2.053M,6.894M,761.259B,N/A
68,3092.T,"ZOZO, Inc.","2,459.00",-41.00,-1.64%,"897,100",1.571M,750.72B,39.92
69,CARS.JK,PT Industri dan Perdagangan Bintraco Dharma Tbk,50.00,0.00,0.00%,4.04M,16.389M,750B,N/A
70,041510.KQ,"SM Entertainment Co., Ltd.","31,500.00","+2,100.00",+7.14%,2.451M,"230,659",735.484B,N/A
71,122870.KQ,YG Entertainment Inc.,"40,400.00","+1,800.00",+4.66%,1.398M,"163,164",735.183B,N/A
72,057050.KS,Hyundai Home Shopping Network Corporation,"63,700.00",-500.00,-0.78%,"22,105","29,858",729.225B,N/A
73,MCDC34.SA,McDonald's Corporation,246.00,-4.00,-1.60%,20,"3,196",728.362B,128.80
74,ROST.MX,"Ross Stores, Inc.","2,020.00",0.00,0.00%,0,474,686.477B,773.65
75,PTSP.JK,PT Pioneerindo Gourmet International Tbk,"3,250.00",0.00,0.00%,400,"47,240",717.626B,41.53
76,BATA.JK,PT Sepatu Bata Tbk.,550.00,0.00,0.00%,300,"4,600",715B,55.93
77,ORLY.MX,"O'Reilly Automotive, Inc.","9,641.20",0.00,0.00%,0,100,699.679B,541.00
78,7276.T,"Koito Manufacturing Co., Ltd.","4,365.00",-165.00,-3.64%,"308,700","391,482",701.604B,12.10
79,7202.T,Isuzu Motors Limited,949.70,-7.40,-0.77%,2.534M,2.939M,700.444B,8.62
80,IHG.L,InterContinental Hotels Group PLC,"3,824.00",+3.00,+0.08%,"632,656","847,117",6.985B,18.28
81,241590.KS,"Hwaseung Enterprise Co., Ltd.","11,500.00",-100.00,-0.86%,"269,806","505,125",696.172B,N/A
82,TRIS.JK,PT Trisula International Tbk,220.00,-12.00,-5.17%,"50,600","98,254",690.972B,317.00
83,M&M.NS,Mahindra & Mahindra Limited,551.25,-8.75,-1.56%,5.172M,7.851M,685.309B,N/A
84,M&M.BO,Mahindra & Mahindra Limited,550.65,-9.25,-1.65%,"135,245","272,855",684.684B,N/A
85,4204.T,"Sekisui Chemical Co., Ltd.","1,501.00",-23.00,-1.51%,1.022M,1.236M,684.394B,11.71
86,CCL.L,Carnival Corporation & Plc,941.40,-21.40,-2.22%,1.249M,3.521M,6.689B,3.46
87,028150.KQ,GS Home Shopping Inc.,"108,800.00","-2,500.00",-2.25%,"20,121","23,829",670.371B,N/A
88,BABAF,Alibaba Group Holding Limited,31.50,+1.37,+4.55%,"1,590","12,135",672.736B,N/A
89,BABA,Alibaba Group Holding Limited,251.65,+15.14,+6.40%,16.699M,19.026M,684.669B,71.96
90,HMPRO-R.BK,Home Product Center Public Company Limited,15.60,-0.20,-1.27%,16.845M,N/A,637.673B,34.06
91,STAR.JK,PT Buana Artha Anugerah Tbk,134.00,-6.00,-4.29%,"515,200",1.255M,643.2B,319.05
92,BRBY.L,Burberry Group plc,"1,584.00",-26.00,-1.61%,"506,735",1.544M,6.411B,53.15
93,JD.L,JD Sports Fashion plc,658.60,-9.80,-1.47%,1.765M,2.946M,6.41B,24.85
94,CFR.JO,Compagnie Financiere Richemont SA,"11,338.00",-192.00,-1.67%,2.126M,3.546M,637.23B,"44,902.97"
95,230360.KQ,"Echomarketing Co., Ltd.","38,800.00",-700.00,-1.77%,"249,325","30,758",628.517B,N/A
96,NXT.L,NEXT plc,"4,679.00",-96.00,-2.01%,"171,168","571,603",6.221B,9.98
97,MAMI.JK,"PT Mas Murni Indonesia, Tbk",50.00,0.00,0.00%,"1,000","28,916",615.255B,387.60
98,POLU.JK,"PT Golden Flower, Tbk",805.00,0.00,0.00%,100,"2,293",603.75B,67.76
99,SKG.L,Smurfit Kappa Group Plc,"2,504.00",-18.00,-0.71%,"171,334","487,378",6.034B,9.52
0,AZO.MX,"AutoZone, Inc.","25,600.00",0.00,0.00%,0,N/A,588.641B,399.92
1,003620.KS,Ssangyong Motor Company,"3,960.00",-165.00,-4.00%,28.996M,7.853M,593.366B,N/A
2,GEMA.JK,PT Gema Grahasarana Tbk,368.00,0.00,0.00%,"10,000","33,680",588.8B,38.26
3,AHLA.F,Alibaba Group Holding Limited,223.00,+13.50,+6.44%,"6,545","5,040",605.554B,N/A
4,AHLA.DE,Alibaba Group Holding Limited,223.50,+11.50,+5.42%,"44,216","25,960",599.756B,63.91
5,4385.T,"Mercari, Inc.","3,740.00",+15.00,+0.40%,1.401M,1.466M,582.86B,N/A
6,298020.KS,Hyosung TNC Corporation,"134,500.00","+9,000.00",+7.17%,"29,335","11,782",580.46B,N/A
7,DUCK.JK,PT Jaya Bersama Indo Tbk,450.00,-20.00,-4.26%,8.006M,1.325M,577.499B,3.11
8,GDYR.JK,PT Goodyear Indonesia Tbk,"1,400.00",-5.00,-0.36%,"25,200","13,540",574B,N/A
9,2RR.F,Alibaba Group Holding Limited,27.90,+0.57,+2.09%,"2,865",942,580.761B,N/A
10,7272.T,"Yamaha Motor Co., Ltd.","1,642.00",-35.00,-2.09%,2.622M,2.713M,573.776B,10.06
11,RIPLEY.SN,Ripley Corp S.A.,296.00,-2.00,-0.67%,"234,754","359,227",573.071B,7.00
12,014820.KS,Dongwon Systems Corporation,"22,350.00",-150.00,-0.67%,"9,280","25,690",568.168B,N/A
13,115390.KS,"Lock&Lock Co., Ltd.","10,500.00",0.00,0.00%,"113,714","222,761",567.803B,N/A
14,AHLA.VI,Alibaba Group Holding Limited,216.50,+1.50,+0.70%,0,12,572.863B,N/A
15,SMKL.JK,PT Satyamitra Kemas Lestari Tbk,165.00,+3.00,+1.85%,800,"100,529",561B,N/A
16,F.MX,Ford Motor Company,138.01,-1.21,-0.87%,520,"7,098",538.739B,N/A
17,064960.KS,"S&T Motiv Co., Ltd.","40,050.00",+800.00,+2.04%,"43,581","63,581",550.84B,N/A
18,LOWC34.SA,"Lowe's Companies, Inc.",364.12,0.00,0.00%,0,130,546.125B,122.68
19,HEROMOTOCO.NS,Hero MotoCorp Limited,"2,719.20",-30.10,-1.09%,"974,712",1.972M,543.136B,14.93
20,HEROMOTOCO.BO,Hero MotoCorp Limited,"2,718.25",-30.75,-1.12%,"31,438","57,520",543.006B,14.92
21,005850.KS,SL Corporation,"11,100.00",+50.00,+0.45%,"194,503","95,034",533.917B,N/A
22,BKG.L,The Berkeley Group Holdings plc,"4,243.00",-53.00,-1.23%,"144,303","767,213",5.334B,13.54
23,BDEV.L,Barratt Developments PLC,522.80,-5.60,-1.06%,3.112M,5.37M,5.324B,7.13
24,EICHERMOT.NS,Eicher Motors Limited,"19,391.70",-538.95,-2.70%,"356,794","264,035",529.483B,28.98
25,EICHERMOT.BO,Eicher Motors Limited,"19,384.00",-556.95,-2.79%,"9,014","8,322",528.999B,28.97
26,002355.KS,Nexen Tire Corporation,"2,345.00",-5.00,-0.21%,"16,270","37,665",522.189B,N/A
27,TW.L,Taylor Wimpey plc,142.30,-1.70,-1.18%,14.661M,23.527M,5.186B,6.91
28,PSKT.JK,PT Red Planet Indonesia Tbk,50.00,0.00,0.00%,200,"2,366",517.56B,N/A
29,002350.KS,Nexen Tire Corporation,"5,320.00",-90.00,-1.66%,"206,963","365,928",511.589B,N/A
30,033290.KQ,"COWELL FASHION Co.,Ltd","5,750.00",-20.00,-0.35%,"227,430",N/A,509.816B,N/A
31,2670.T,"ABC-Mart, Inc.","6,100.00",-140.00,-2.24%,"187,000","221,809",503.489B,16.95
32,3291.T,"Iida Group Holdings Co., Ltd.","1,724.00",+11.00,+0.64%,"527,900","595,693",497.169B,9.25
33,039130.KS,Hanatour Service Inc.,"36,900.00",0.00,0.00%,"35,626","127,440",494.087B,N/A
34,HRME.JK,PT Menteng Heritage Realty Tbk,81.00,-2.00,-2.41%,97.5M,16.264M,482.659B,N/A
35,INDO.JK,PT Royalindo Investa Wijaya Tbk,110.00,-3.00,-2.65%,"43,100","949,670",474.001B,0.00
36,GVC.L,GVC Holdings PLC,811.34,-6.06,-0.74%,"892,067",2.95M,4.735B,N/A
37,HLT.MX,Hilton Worldwide Holdings Inc.,"1,688.50",0.00,0.00%,0,507,459.172B,653.95
38,IPOL.JK,PT Indopoly Swakarsa Industry Tbk,73.00,0.00,0.00%,"60,200","280,191",470.367B,"73,000.00"
39,KGF.L,Kingfisher plc,220.50,-4.50,-2.00%,1.85M,11.264M,4.653B,551.25
40,SBUB34.SA,Starbucks Corporation,396.76,0.00,0.00%,0,"2,882",468.391B,140.74
