,Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,PE Ratio (TTM)
41,TRIN.JK,PT Perintis Triniti Properti Tbk,270.00,0.00,0.00%,14.516M,17.488M,1.181T,47.86
42,SGRO.L,SEGRO Plc,911.60,-3.40,-0.37%,1.311M,4.196M,10.857B,11.55
43,330590.KS,"LOTTE REIT Co., Ltd.","5,190.00",-110.00,-2.08%,"521,758","591,048",892.519B,N/A
44,8951.T,Nippon Building Fund Incorporation,"612,000.00","-20,000.00",-3.16%,"3,521","5,554",864.144B,27.93
45,DART.JK,PT Duta Anggada Realty Tbk.,258.00,0.00,0.00%,400,"5,083",810.479B,N/A
46,3283.T,"Nippon Prologis REIT, Inc.","327,000.00",+500.00,+0.15%,"8,036","9,689",806.333B,41.22
47,8952.T,Japan Real Estate Investment Corporation,"556,000.00","-16,000.00",-2.80%,"3,032","5,526",770.177B,25.09
48,AMAN.JK,PT Makmur Berkah Amanda Tbk,196.00,0.00,0.00%,"298,400","321,312",759.206B,38.88
49,SBAC.MX,SBA Communications Corporation (REIT),"6,770.00",0.00,0.00%,0,N/A,761.408B,N/A
50,GWSA.JK,PT Greenwood Sejahtera Tbk,96.00,0.00,0.00%,"75,100","363,879",754.261B,4.88
51,DADA.JK,PT Diamond Citra Propertindo Tbk,102.00,0.00,0.00%,41.417M,21.713M,732.054B,12.86
52,RODA.JK,PT Pikko Land Development Tbk,50.00,0.00,0.00%,"27,800","205,887",679.605B,N/A
53,EMDE.JK,PT Megapolitan Developments Tbk,202.00,0.00,0.00%,"10,600","8,369",676.7B,N/A
54,1878.T,"Daito Trust Construction Co.,Ltd.","9,866.00",-37.00,-0.37%,"280,700","383,323",675.168B,7.56
55,CSGP.MX,"CoStar Group, Inc.","16,496.54",+315.33,+1.95%,0,N/A,648.093B,"1,999.58"
56,MDLN.JK,PT Modernland Realty Tbk,55.00,0.00,0.00%,180.861M,112.131M,657.101B,N/A
57,3003.T,"Hulic Co., Ltd.",980.00,-20.00,-2.00%,1.191M,1.216M,654.878B,9.95
58,3281.T,GLP J-REIT,"166,800.00","+3,900.00",+2.39%,"27,011","23,897",639.414B,34.59
59,DFAM.JK,PT Dafam Property Indonesia Tbk,332.00,-12.00,-3.49%,700,"19,795",630.667B,694.56
60,LAND.JK,PT Trimitra Propertindo Tbk,222.00,+8.00,+3.74%,"143,100","149,687",619.962B,N/A
61,8984.T,Daiwa House REIT Investment Corporation,"273,600.00","+3,200.00",+1.18%,"5,857","6,797",600.826B,31.03
62,3462.T,"Nomura Real Estate Master Fund, Inc.","131,300.00","-2,200.00",-1.65%,"16,705","23,000",597.06B,25.18
63,CPN-R.BK,Central Pattana Public Company Limited,50.50,-0.75,-1.46%,4.17M,N/A,528.361B,16.81
64,210980.KS,SK D&D Co. Ltd.,"26,500.00",-300.00,-1.12%,"22,608","55,219",503.222B,N/A
65,GAMA.JK,PT Aksara Global Development Tbk,50.00,0.00,0.00%,700,"2,064",500.55B,N/A
66,3269.T,Advance Residence Investment Corporation,"349,500.00","+2,000.00",+0.58%,"5,606","5,640",484.058B,32.19
67,SPG.MX,"Simon Property Group, Inc.","1,497.00",-40.00,-2.60%,53,N/A,438.392B,231.73
68,LAND.L,Land Securities Group plc,567.80,+1.80,+0.32%,1.02M,3.227M,4.21B,N/A
69,SMDM.JK,PT Suryamas Dutamakmur Tbk,88.00,-2.00,-2.22%,"6,900","18,474",419.948B,42.55
70,POSA.JK,PT Bliss Properti Indonesia Tbk,50.00,0.00,0.00%,"6,600","4,841",419.444B,N/A
71,3288.T,"Open House Co., Ltd.","3,735.00",-35.00,-0.93%,"429,300","509,387",413.323B,10.07
72,034830.KS,KOREIT,"1,755.00",+5.00,+0.29%,"205,806","444,942",410.098B,N/A
73,NZIA.JK,"PT Nusantara Almazia, Tbk.",186.00,-14.00,-7.00%,"66,700","32,061",408.742B,40.36
74,8954.T,ORIX JREIT Inc.,"142,100.00","+1,900.00",+1.36%,"12,102","18,065",392.196B,17.54
75,2202.HK,"China Vanke Co., Ltd.",28.350,+0.100,+0.35%,9.129M,10.183M,378.254B,13.43
76,BKDP.JK,PT Bukit Darmo Property Tbk,50.00,-2.00,-3.85%,"4,500","18,848",375.7B,N/A
77,UTG.L,The Unite Group plc,924.50,+0.50,+0.05%,"639,684",1.316M,3.681B,N/A
78,088260.KS,E Kocref Cr-Reit,"5,560.00",+40.00,+0.72%,"51,193","65,370",372.596B,N/A
79,DLF.BO,DLF Limited,146.40,-6.65,-4.34%,1.599M,"638,485",362.385B,N/A
80,DLF.NS,DLF Limited,146.40,-6.65,-4.34%,12.821M,9.903M,362.385B,N/A
81,BLND.L,British Land Company Plc,385.40,-2.60,-0.67%,1.14M,5.674M,3.571B,N/A
82,8960.T,United Urban Investment Corporation,"113,700.00",0.00,0.00%,"15,763","21,204",354.555B,15.27
83,3249.T,Industrial & Infrastructure Fund Investment Corporation,"186,500.00","+2,500.00",+1.36%,"5,069","6,757",350.624B,30.73
84,3231.T,"Nomura Real Estate Holdings, Inc.","1,923.00",0.00,0.00%,"596,800","792,837",349.055B,7.23
85,123890.KS,"Korea Asset In Trust Co., Ltd.","2,840.00",-5.00,-0.18%,"185,482","634,993",347.531B,N/A
86,8953.T,Japan Retail Fund Investment Corporation,"132,800.00","-1,600.00",-1.19%,"16,286","25,782",345.823B,13.57
87,REAL.JK,PT Repower Asia Indonesia Tbk,52.00,-2.00,-3.70%,144.717M,175.722M,344.897B,135.06
88,000002.SZ,"China Vanke Co., Ltd.",30.40,+0.10,+0.33%,160.129M,74.703M,344.508B,8.79
89,EQIX34.SA,"Equinix, Inc. (REIT)",781.38,0.00,0.00%,0,313,341.93B,659.17
90,293940.KS,"Shinhan Alpha REIT Co., Ltd.","6,420.00",-90.00,-1.38%,"195,372","133,862",335.959B,N/A
91,3289.T,Tokyu Fudosan Holdings Corporation,464.00,+1.00,+0.22%,6.551M,3.98M,333.704B,8.64
92,3226.T,Nippon Accommodations Fund Inc.,"677,000.00","+5,000.00",+0.74%,"1,177","1,933",328.021B,31.28
93,3333.HK,China Evergrande Group,24.300,-0.690,-2.76%,34.838M,20.861M,317.239B,16.54
94,DLN.L,Derwent London Plc,"2,820.00",-8.00,-0.28%,"92,541","389,072",3.157B,11.14
95,3309.T,"Sekisui House Reit, Inc.","71,300.00",-200.00,-0.28%,"7,216","15,072",305.782B,21.24
96,8905.T,"AEON Mall Co., Ltd.","1,333.00",-89.00,-6.26%,3.017M,"910,314",303.292B,8.86
97,013120.KQ,"DongWon Development Co.,Ltd.","3,325.00",-30.00,-0.89%,"192,416","212,845",301.937B,N/A
98,BIPP.JK,PT Bhuwanatala Indah Permai Tbk,59.00,+2.00,+3.51%,"161,300","89,054",296.692B,N/A
99,8955.T,Japan Prime Realty Investment Corporation,"304,500.00","-3,500.00",-1.14%,"4,458","5,637",291.787B,19.89
0,0016.HK,Sun Hung Kai Properties Limited,100.000,-0.800,-0.79%,7.154M,6.625M,289.8B,6.45
1,8967.T,"Japan Logistics Fund, Inc.","315,000.00","+4,500.00",+1.45%,"3,120","4,266",282.286B,32.36
2,0688.HK,China Overseas Land & Investment Limited,25.550,-0.450,-1.73%,18.039M,15.94M,279.921B,6.02
3,8976.T,Daiwa Office Investment Corporation,"569,000.00","-29,000.00",-4.85%,"2,872","1,551",279.878B,40.67
4,BAPI.JK,PT Bhakti Agung Propertindo Tbk,50.00,0.00,0.00%,"502,300","7,674",279.587B,53.42
5,3279.T,Activia Properties Inc.,"357,500.00","-1,500.00",-0.42%,"2,630","4,157",275.713B,17.65
6,CITY.JK,PT Natura City Developments Tbk,51.00,0.00,0.00%,"62,200","24,669",275.537B,7.69
7,PIKK.ME,PIK Group Public Joint Stock Company,419.80,-4.40,-1.04%,"123,880","98,916",271.642B,6.18
8,PAMG.JK,PT Bima Sakti Pertiwi Tbk,86.00,+3.00,+3.61%,4.016M,8.438M,268.75B,20.73
9,3234.T,Mori Hills REIT Investment Corporation,"141,300.00","-1,300.00",-0.91%,"3,368","5,595",264.932B,24.64
10,8972.T,Kenedix Office Investment Corporation,"602,000.00","-2,000.00",-0.33%,"2,160","2,259",257.963B,21.46
11,BBOX.L,Tritax Big Box REIT Plc,146.20,+0.90,+0.62%,1.245M,6.933M,2.496B,17.40
12,1109.HK,China Resources Land Limited,34.850,+0.550,+1.60%,14.767M,12.048M,248.513B,7.57
13,8804.T,"Tokyo Tatemono Co., Ltd.","1,203.00",-3.00,-0.25%,"897,800",1.087M,242.069B,9.00
14,3466.T,LaSalle LOGIPORT REIT,"174,800.00","+3,900.00",+2.28%,"3,798","5,340",238.252B,24.75
15,2007.HK,Country Garden Holdings Company Limited,10.880,-0.120,-1.09%,29.011M,23.516M,237.979B,5.26
16,3471.T,Mitsui Fudosan Logistics Park Inc.,"528,000.00","+8,000.00",+1.54%,"1,328","2,111",232.848B,45.03
17,0960.HK,Longfor Group Holdings Limited,38.600,-0.300,-0.77%,2.184M,6.577M,231.39B,11.04
18,3282.T,"Comforia Residential REIT, Inc","340,000.00",-500.00,-0.15%,"2,628","2,725",228.352B,31.08
19,CPN.BK,Central Pattana Public Company Limited,50.50,-0.75,-1.46%,4.17M,10.443M,225.778B,16.81
20,GPRA.JK,PT Perdana Gapuraprima Tbk,52.00,+1.00,+1.96%,"967,100",1.546M,222.202B,5.89
21,GODREJPROP.BO,Godrej Properties Limited,876.80,-6.10,-0.69%,"26,566","20,810",220.686B,80.89
22,GODREJPROP.NS,Godrej Properties Limited,876.25,-5.30,-0.60%,"253,185","595,612",220.886B,80.83
23,3292.T,AEON REIT Investment Corporation,"115,900.00","-1,800.00",-1.53%,"7,882","7,373",217.118B,18.71
24,600048.SS,"Poly Developments and Holdings Group Co., Ltd.",17.79,+0.13,+0.74%,124.797M,62.562M,212.309B,7.60
25,8986.T,Daiwa Securities Living Investment Corporation,"103,100.00","+1,200.00",+1.18%,"4,690","8,125",211.968B,25.53
26,AGR.L,Assura Plc,77.40,-0.30,-0.39%,2.042M,7.755M,2.059B,23.45
27,GRI.L,Grainger plc,299.60,-1.20,-0.40%,"483,598",1.84M,2.018B,17.52
28,8985.T,Japan Hotel REIT Investment Corporation,"45,200.00",+400.00,+0.89%,"40,844","56,070",201.698B,13.11
29,8919.T,"KATITAS CO., Ltd.","2,625.00",-11.00,-0.42%,"253,300","362,845",201.356B,19.71
30,PAZ.SN,Paz Corp S.A.,680.00,-25.00,-3.55%,"99,984","234,886",192.691B,10.69
31,LMP.L,LondonMetric Property Plc,220.00,-0.60,-0.27%,"517,002",2.754M,1.998B,N/A
32,PHP.L,Primary Health Properties PLC,153.20,-0.20,-0.13%,"655,344",3.426M,1.865B,N/A
33,3278.T,Kenedix Residential Next Investment Corporation,"195,500.00","+1,400.00",+0.72%,"2,257","3,130",185.971B,24.07
34,1918.HK,Sunac China Holdings Limited,38.450,-0.750,-1.91%,30.926M,21.707M,179.144B,5.74
35,1113.HK,CK Asset Holdings Limited,47.750,-0.150,-0.31%,7.669M,8.218M,176.36B,5.92
36,BYG.L,Big Yellow Group Plc,"1,002.00",0.00,0.00%,"45,462","343,605",1.759B,18.02
37,GPOR.L,Great Portland Estates Plc,623.40,-4.00,-0.64%,"205,957","986,950",1.583B,31.17
38,8964.T,Frontier Real Estate Investment Corporation,"334,000.00",+500.00,+0.15%,"1,659","3,039",170.597B,16.60
39,8961.T,"MORI TRUST Sogo Reit, Inc.","129,200.00",+200.00,+0.16%,"2,877","4,070",170.544B,17.24
40,3295.T,"Hulic Reit, Inc.","128,800.00","-2,400.00",-1.83%,"6,352","6,496",168.986B,18.29
41,AGNC.MX,AGNC Investment Corp.,300.00,+10.00,+3.45%,13,553,165.572B,N/A
42,SAFE.L,Safestore Holdings plc,773.00,+8.50,+1.11%,"49,050","392,232",1.627B,8.73
43,317400.KS,Xi S&D Inc.,"6,050.00",+10.00,+0.17%,"79,313","252,701",162.034B,N/A
44,8987.T,"Japan Excellent, Inc.","118,200.00",-400.00,-0.34%,"4,517","4,796",159.925B,34.36
45,8963.T,Invincible Investment Corporation,"26,130.00",-190.00,-0.72%,"62,455","103,503",159.31B,4.67
46,SHB.L,Shaftesbury PLC,513.50,-9.00,-1.72%,"190,645","502,755",1.578B,N/A
47,TAMA.JK,PT Lancartama Sejati Tbk,155.00,+5.00,+3.33%,"18,700","40,619",155B,78.09
48,8956.T,Premier Investment Corporation,"116,200.00",+700.00,+0.61%,"2,728","5,331",153.035B,20.52
49,0012.HK,Henderson Land Development Company Limited,30.600,-0.050,-0.16%,3.716M,5.178M,148.135B,8.72
50,3296.T,NIPPON REIT Investment Corporation,"327,500.00","-1,500.00",-0.46%,"1,374","1,921",147.352B,17.70
51,001979.SZ,"China Merchants Shekou Industrial Zone Holdings Co., Ltd.",18.56,-0.21,-1.12%,50.035M,9.871M,147.038B,10.30
52,8957.T,"Tokyu REIT, Inc.","142,800.00","-1,500.00",-1.04%,"3,559","3,591",139.601B,21.69
53,0823.HK,Link Real Estate Investment Trust,65.150,-0.550,-0.84%,10.839M,7.821M,134.072B,N/A
54,OBEROIRLTY.BO,Oberoi Realty Limited,367.15,-5.50,-1.48%,"3,344","29,072",133.496B,22.46
55,OBEROIRLTY.NS,Oberoi Realty Limited,367.10,-5.85,-1.57%,"181,206","455,566",133.371B,22.46
56,RBMS.JK,PT Ristia Bintang Mahkotasejati Tbk,50.00,0.00,0.00%,500,"49,091",132.793B,N/A
57,3481.T,Mitsubishi Estate Logistics REIT Investment Corporation,"429,000.00","+1,000.00",+0.23%,913,"1,998",131.195B,38.57
58,3227.T,MCUBS MidCity Investment Corporation,"72,300.00","-1,700.00",-2.30%,"8,977","10,957",128.992B,14.31
59,034810.KQ,"Haesung Industrial Co., Ltd.","13,050.00",+300.00,+2.35%,"36,538","23,906",127.629B,N/A
60,LH-R.BK,Land and Houses Public Company Limited,7.80,0.00,0.00%,40.105M,N/A,122.189B,9.76
61,CAPC.L,Capital & Counties Properties PLC,146.50,-1.80,-1.21%,1.234M,2.779M,1.247B,N/A
62,0813.HK,Shimao Property Holdings Limited,35.000,-0.350,-0.99%,12.883M,8.154M,123.497B,9.46
63,CPRI.JK,PT Capri Nusa Satu Properti Tbk,50.00,0.00,0.00%,100,"4,595",121.669B,N/A
64,3298.T,"Invesco Office J-REIT, Inc.","13,380.00",-150.00,-1.11%,"49,823","51,325",119.072B,16.73
65,SPALI-R.BK,Supalai Public Company Limited,16.80,-0.20,-1.18%,2.694M,N/A,116.927B,7.75
66,8806.T,Daibiru Corporation,"1,015.00",-8.00,-0.78%,"156,900","213,506",118.127B,14.92
67,AMT,American Tower Corporation (REIT),262.11,-3.86,-1.45%,"596,491",2.115M,116.195B,61.24
68,SVS.L,Savills plc,803.50,+12.00,+1.52%,"231,231","263,645",1.149B,13.66
69,8850.T,Starts Corporation Inc.,"2,163.00",-29.00,-1.32%,"90,800","83,910",113.79B,7.56
70,WKP.L,Workspace Group plc,625.50,-4.50,-0.71%,"76,670","281,679",1.131B,15.76
71,SIMN34.SA,"Simon Property Group, Inc.",90.12,0.00,0.00%,0,779,107.994B,55.80
72,BLAND-R.BK,Bangkok Land Public Company Limited,1.0500,0.0000,0.00%,4.611M,N/A,112.434B,15.00
73,8975.T,Ichigo Office REIT Investment Corporation,"73,300.00",-500.00,-0.68%,"5,849","6,682",112.317B,15.75
74,4321.T,"Kenedix, Inc.",512.00,-16.00,-3.03%,"886,400",1.892M,112.085B,10.83
75,6098.HK,Country Garden Services Holdings Company Limited,40.550,+0.450,+1.12%,11.309M,7.102M,111.892B,N/A
76,ZOFRI.SN,Zona Franca de Iquique S.A.,502.99,+11.23,+2.28%,"6,100","48,385",110.944B,9.78
77,8803.T,"Heiwa Real Estate Co., Ltd.","2,941.00",-84.00,-2.78%,"91,300","114,859",110.866B,15.91
78,1972.HK,Swire Properties Limited,18.840,-0.200,-1.05%,4.023M,3.738M,110.214B,3.25
79,BIKA.JK,PT Binakarya Jaya Abadi Tbk,182.00,+9.00,+5.20%,"7,900","5,225",107.795B,N/A
80,1997.HK,Wharf Real Estate Investment Company Limited,34.650,-1.050,-2.94%,8.775M,7.219M,105.205B,26.86
81,600606.SS,Greenland Holdings Corporation Limited,8.59,-0.07,-0.81%,324.842M,56.522M,104.525B,7.47
82,AMTG.VI,American Tower Corporation (REIT),235.85,+1.55,+0.66%,0,3,104.93B,55.11
83,A0T.F,American Tower Corporation (REIT),235.00,-0.50,-0.21%,40,103,104.019B,54.91
84,3453.T,Kenedix Retail REIT Corporation,"193,900.00","-4,100.00",-2.07%,"3,874","4,821",103.965B,14.86
85,8966.T,"Heiwa Real Estate REIT, Inc.","100,600.00",-300.00,-0.30%,"2,220","3,162",102.094B,20.08
86,8968.T,Fukuoka REIT Corporation,"128,000.00","-2,200.00",-1.69%,"2,498","3,902",101.888B,17.45
87,FORZ.JK,PT Forza Land Indonesia Tbk,50.00,0.00,0.00%,"3,000","4,182",99.2B,10.79
88,3287.T,"Hoshino Resorts REIT, Inc.","444,000.00","+1,000.00",+0.23%,"1,597","3,032",98.507B,16.77
89,INGEVEC.SN,Ingevec S.A.,92.00,+0.98,+1.08%,"326,086","445,419",99.36B,11.71
90,1766.T,Token Corporation,"6,970.00",-80.00,-1.13%,"18,700","48,695",93.735B,10.89
91,LH.BK,Land and Houses Public Company Limited,7.80,0.00,0.00%,40.105M,47.349M,93.208B,9.76
92,0101.HK,Hang Lung Properties Limited,20.650,+0.850,+4.29%,8.152M,6.998M,92.884B,15.07
93,8958.T,Global One Real Estate Investment Corp.,"96,700.00",-700.00,-0.72%,"2,730","4,141",92.055B,19.01
94,STWD.MX,"Starwood Property Trust, Inc.",344.00,0.00,0.00%,0,"1,915",87.476B,262.20
95,PHOENIXLTD.NS,The Phoenix Mills Limited,586.80,+1.10,+0.19%,"48,924","160,120",90.115B,26.95
96,PHOENIXLTD.BO,The Phoenix Mills Limited,585.95,-0.15,-0.03%,"5,300","50,372",89.921B,26.92
97,SIR.L,Secure Income REIT Ord,265.00,-4.00,-1.49%,"113,224","555,129",858.693M,5.60
98,8977.T,"Hankyu Hanshin REIT, Inc.","122,300.00","+1,200.00",+0.99%,"1,487","2,811",85.023B,19.26
99,601155.SS,"Seazen Holdings Co., Ltd",37.66,-0.14,-0.37%,14.868M,9.643M,84.988B,6.66
0,SRE.L,Sirius Real Estate Limited,81.30,+0.50,+0.62%,"717,775",1.634M,844.195M,6.83
1,338100.KS,"NH Prime REIT Co., Ltd.","4,475.00",-15.00,-0.33%,"22,472","53,006",83.503B,N/A
2,MANQUEHUE.SN,Inmobiliaria Manquehue S.A.,140.00,0.00,0.00%,"60,000","299,741",82.818B,19.79
3,600340.SS,"China Fortune Land Development Co., Ltd.",27.46,+0.17,+0.62%,31.523M,13.196M,82.684B,5.87
4,3479.T,TKP Corporation,"2,198.00",-107.00,-4.64%,"814,800","928,257",82.54B,44.44
5,3380.HK,Logan Group Company Limited,14.740,+0.140,+0.96%,4.101M,4.402M,81.104B,10.51
6,UKCM.L,UK Commercial Property REIT Limited,62.00,+0.20,+0.32%,"887,227",2.083M,805.634M,25.83
7,PRESTIGE.BO,Prestige Estates Projects Limited,200.05,-10.75,-5.10%,"30,559","40,681",80.192B,18.82
8,PRESTIGE.NS,Prestige Estates Projects Limited,200.00,-11.05,-5.24%,"759,162","827,774",80.077B,18.81
9,PUDP.JK,PT Pudjiadi Prestige Tbk,242.00,0.00,0.00%,"2,200","1,541",79.754B,N/A
10,CLI.L,CLS Holdings plc,192.34,-8.66,-4.31%,"121,566","366,280",783.569M,5.78
11,SMP.L,St. Modwen Properties PLC,351.50,-5.50,-1.54%,"121,314","205,856",781.655M,15.55
12,BIF.BD,Budapesti Ingatlan Hasznositasi es Fejlesztesi Nyrt.,302.00,0.00,0.00%,"5,420","9,664",77.579B,8.60
13,3254.T,Pressance Corporation,"1,195.00",-25.00,-2.05%,"162,900","484,531",76.873B,3.51
14,600383.SS,Gemdale Corporation,16.60,-0.31,-1.83%,60.811M,27.151M,74.942B,7.56
15,8922.T,"Japan Asset Marketing Co., Ltd.",105.00,0.00,0.00%,"129,700","326,407",74.836B,13.31
16,V1TA34.SA,"Ventas, Inc.",99.98,0.00,0.00%,0,2,70.813B,47.88
17,BOXP34.SA,"Boston Properties, Inc.",47.84,0.00,0.00%,0,296,73.481B,8.14
18,0083.HK,Sino Land Company Limited,10.280,-0.120,-1.15%,6.099M,6.851M,72.424B,9.98
19,3493.T,ITOCHU Advance Logistics Investment Corporation,"149,000.00","+5,400.00",+3.76%,"3,936","2,559",72.414B,35.68
20,2979.T,"SOSiLA Logistics REIT, Inc.","140,600.00","+4,000.00",+2.93%,"3,035","2,223",72.318B,N/A
21,LSRG.ME,PJSC LSR Group,734.80,+6.80,+0.93%,"93,641","203,774",71.548B,49.29
22,BCIP.JK,PT Bumi Citra Permai Tbk,50.00,0.00,0.00%,"12,700","29,096",71.496B,2.96
23,D1RE34.SA,Duke Realty Corporation,195.62,0.00,0.00%,0,0,70.376B,177.51
24,CCI,Crown Castle International Corp. (REIT),170.24,-1.27,-0.74%,"810,591",2.245M,70.948B,96.18
25,FUNO11.MX,Fibra UNO,17.98,-0.03,-0.17%,1.073M,8.324M,70.629B,N/A
26,9728.T,"Nippon Kanzai Co., Ltd.","1,884.00",-22.00,-1.15%,"32,400","50,215",70.431B,16.07
27,REITIR.IC,Reitir fasteignafelag hf.,54.30,+0.10,+0.18%,"433,752","782,256",70.318B,28.50
28,PLD,"Prologis, Inc.",95.12,+0.29,+0.31%,1.04M,3.461M,70.254B,36.35
29,8818.T,"Keihanshin Building Co., Ltd.","1,354.00",-8.00,-0.59%,"48,000","88,734",69.417B,18.21
30,0817.HK,China Jinmao Holdings Group Limited,5.800,-0.100,-1.69%,62.889M,24.68M,68.263B,9.37
31,CSH.L,Civitas Social Housing Plc,109.12,+0.52,+0.48%,"356,398",1.6M,678.328M,25.38
32,E1XR34.SA,Extra Space Storage Inc.,129.59,0.00,0.00%,0,1,65.753B,39.00
33,HMSO.L,Hammerson plc,86.00,+2.18,+2.60%,1.421M,10.541M,659.013M,N/A
34,BALD-B.ST,Fastighets AB Balder (publ),362.20,+2.40,+0.67%,"310,396","521,902",65.196B,7.38
35,CCIN.VI,Crown Castle International Corp. (REIT),152.06,-1.54,-1.00%,0,2,62.559B,85.91
36,EQIX,"Equinix, Inc. (REIT)",719.05,-2.02,-0.28%,"96,175","560,245",63.646B,121.32
37,8841.T,"TOC Co., Ltd.",662.00,-23.00,-3.36%,"34,400","66,250",63.372B,14.26
38,9661.T,"Kabuki-Za Co., Ltd.","5,230.00",-40.00,-0.76%,"1,400","1,635",63.298B,298.58
39,4781.T,"Nihon Housing Co.,Ltd.","3,925.00",-70.00,-1.75%,300,453,63.107B,15.49
