,Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,PE Ratio (TTM)
22,MTSS.ME,Mobile TeleSystems Public Joint Stock Company,318.50,-18.10,-5.38%,9.625M,4.235M,564.363B,5.20
23,ADVANC.BK,Advanced Info Service Public Company Limited,189.50,+1.50,+0.80%,7.552M,7.999M,563.488B,18.56
24,DIGI.JK,PT Arkadia Digital Media Tbk,"1,705.00",0.00,0.00%,200,398,554.125B,"5,344.83"
25,2371.T,"Kakaku.com, Inc.","2,660.00",-106.00,-3.83%,"801,600",1.2M,547.609B,30.16
26,036420.KS,Jcontentree corp.,"33,300.00",+450.00,+1.37%,"176,924","190,615",540.369B,N/A
27,JET.L,Just Eat Takeaway.com N.V.,"8,544.00",-154.00,-1.77%,"77,155","348,676",5.279B,N/A
28,TEFN.MX,"Telefonica, S.A.",104.22,-8.27,-7.35%,"9,104","18,012",487.678B,163.87
29,126560.KS,"Hyundai HCN Co.,Ltd.","4,550.00",+135.00,+3.06%,"781,527","886,649",501.196B,N/A
30,AUTO.L,Auto Trader Group plc,517.00,-10.40,-1.97%,1.33M,3.838M,4.992B,23.39
31,RMV.L,Rightmove plc,551.00,-12.00,-2.13%,1.035M,3.346M,4.811B,28.26
32,INTUCH-R.BK,Intouch Holdings Public Company Limited,57.25,+0.25,+0.44%,19.01M,N/A,469.362B,16.84
33,079160.KS,"CJ CGV Co., Ltd.","20,150.00",+50.00,+0.25%,"191,118","332,893",464.333B,N/A
34,2433.T,Hakuhodo DY Holdings Inc,"1,219.00",-34.00,-2.71%,"937,800","721,134",454.982B,10.13
35,3635.T,"Koei Tecmo Holdings Co., Ltd.","3,545.00",+30.00,+0.85%,"172,600","204,417",450.286B,29.42
36,9766.T,Konami Holdings Corporation,"3,365.00",-160.00,-4.54%,"930,900","713,201",448.265B,23.19
37,TECO2.BA,Telecom Argentina S.A.,205.90,-1.55,-0.75%,"10,026","101,480",443.445B,N/A
38,9697.T,"Capcom Co., Ltd.","4,095.00",-45.00,-1.09%,"502,200","643,959",437.145B,27.41
39,PSON.L,Pearson plc,565.40,-4.40,-0.77%,"653,731",3.478M,4.254B,16.63
40,INFRATEL.NS,Bharti Infratel Limited,219.35,-3.55,-1.59%,4.201M,10.186M,406.348B,12.30
41,INFRATEL.BO,Bharti Infratel Limited,219.30,-3.95,-1.77%,"171,988","382,632",405.619B,12.29
42,138080.KQ,"OE Solutions Co., Ltd.","49,450.00","+3,000.00",+6.46%,1.357M,"174,947",382.72B,N/A
43,TRUE-R.BK,True Corporation Public Company Limited,3.6000,0.0000,0.00%,64.025M,N/A,365.796B,30.77
44,053210.KS,"KT Skylife Co., Ltd.","7,650.00",+20.00,+0.26%,"35,205","123,876",363.86B,N/A
45,CTC.SN,Telefonica Chile S.A.,380.00,0.00,0.00%,531,144,359.242B,14.57
46,NAUKRI.BO,Info Edge (India) Limited,"2,857.05",-52.30,-1.80%,"3,926","15,333",350.486B,N/A
47,NAUKRI.NS,Info Edge (India) Limited,"2,856.65",-56.45,-1.94%,"180,238","469,409",349.985B,N/A
48,PINS.MX,"Pinterest, Inc.",588.40,0.00,0.00%,0,"2,387",348.155B,N/A
49,LCKM.JK,PT LCK Global Kedaton Tbk,342.00,-24.00,-6.56%,"66,500","13,483",342B,230.15
50,9449.T,"GMO Internet, Inc.","3,075.00",-35.00,-1.13%,"506,200","743,360",335.974B,41.36
51,VIAC.MX,ViacomCBS Inc.,520.95,0.00,0.00%,0,"6,445",318.001B,172.33
52,3045.TW,"Taiwan Mobile Co., Ltd.",115.50,+0.50,+0.43%,5.449M,3.879M,324.627B,25.58
53,ATUS.MX,"Altice USA, Inc.",542.70,0.00,0.00%,0,N/A,313.15B,"2,136.61"
54,ATVI34.SA,"Activision Blizzard, Inc.",420.00,0.00,0.00%,0,204,324.026B,207.82
55,037560.KS,LG HelloVision Corp.,"4,005.00",+20.00,+0.50%,"93,898","234,096",310.175B,N/A
56,6460.T,Sega Sammy Holdings Inc.,"1,311.00",-4.00,-0.30%,"793,400","892,725",308.204B,22.36
57,LSXMA.MX,The Liberty SiriusXM Group,813.00,0.00,0.00%,0,N/A,297.783B,424.32
58,9404.T,"Nippon Television Holdings, Inc.","1,160.00",+3.00,+0.26%,"515,000","449,031",296.161B,9.70
59,034120.KS,Seoul Broadcasting System,"16,700.00",+100.00,+0.60%,"37,890","167,535",295.425B,N/A
60,095720.KS,"Woongjin Thinkbig Co., Ltd.","2,500.00",+10.00,+0.40%,"324,969","467,238",289.983B,N/A
61,093320.KQ,"KINX, Inc.","62,700.00","+2,000.00",+3.29%,"97,862","20,679",285.398B,N/A
62,MARI.JK,PT Mahaka Radio Integra Tbk,54.00,-2.00,-3.57%,38.532M,3.936M,283.643B,10.70
63,9401.T,"Tokyo Broadcasting System Holdings, Inc.","1,653.00",+2.00,+0.12%,"391,500","386,685",282.119B,9.54
64,0788.HK,China Tower Corporation Limited,1.590,+0.040,+2.58%,527.982M,442.07M,279.853B,N/A
65,065530.KQ,"KRTnet Co., Ltd.","5,350.00",+80.00,+1.52%,"842,503","11,347",279.325B,N/A
66,ITV.L,ITV plc,68.68,-0.76,-1.09%,9.23M,18.136M,2.765B,5.82
67,IDEA.NS,Vodafone Idea Limited,9.30,-0.25,-2.62%,451.348M,460.116M,268.079B,N/A
68,IDEA.BO,Vodafone Idea Limited,9.26,-0.32,-3.34%,80.397M,84.536M,266.09B,N/A
69,S1PO34.SA,Spotify Technology S.A.,355.49,0.00,0.00%,0,78,260.998B,N/A
70,JAS-R.BK,Jasmine International Public Company Limited,3.5800,-0.0400,-1.10%,49.116M,N/A,251.951B,5.49
71,101060.KS,"SBS Media Holdings Co., Ltd.","1,925.00",+25.00,+1.32%,"100,223","452,574",247.312B,N/A
72,GOLD.JK,PT Visi Telekomunikasi Infrastruktur Tbk,186.00,-9.00,-4.62%,"7,100","16,512",237.574B,22.89
73,UBIN.MX,Ubisoft Entertainment SA,"1,959.15",0.00,0.00%,0,"1,169",236.657B,695.97
74,4676.T,"Fuji Media Holdings, Inc.",989.00,-5.00,-0.50%,1.006M,"802,567",228.786B,5.54
75,AAF.L,Airtel Africa Plc,60.50,-0.30,-0.49%,"442,257",2.592M,2.274B,5.87
76,003560.KS,IHQ Inc.,"1,585.00",+25.00,+1.60%,1.089M,2.198M,227.665B,N/A
77,VZ,Verizon Communications Inc.,54.89,-0.15,-0.27%,4.598M,16.488M,227.135B,12.39
78,4904.TW,"Far EasTone Telecommunications Co., Ltd.",69.20,-0.50,-0.72%,4.166M,2.982M,225.488B,26.00
79,MGTS.ME,Public Joint Stock Company Moscow City Telephone Network,"2,395.00",+30.00,+1.27%,179,261,222.481B,14.70
80,RS-R.BK,RS Public Company Limited,16.30,+0.30,+1.87%,12.383M,N/A,217.144B,37.13
81,NFLX,"Netflix, Inc.",495.28,+2.12,+0.43%,2.285M,7.673M,217.826B,100.24
82,068290.KS,"Samsung Publishing Co., Ltd","21,600.00",+150.00,+0.70%,"67,589","452,398",216B,N/A
83,MGTSP.ME,Public Joint Stock Company Moscow City Telephone Network,"2,000.00",-10.00,-0.50%,"1,511","3,764",218.602B,12.28
84,LYV.MX,"Live Nation Entertainment, Inc.","1,035.00",+22.11,+2.18%,"6,550",N/A,213.242B,N/A
85,T,AT&T Inc.,30.25,-0.07,-0.25%,15.103M,37.628M,215.498B,15.36
86,VOD.JO,Vodacom Group Limited,"12,654.00",-67.00,-0.53%,2.775M,1.911M,214.705B,"1,370.96"
87,DYAN.JK,PT Dyandra Media International Tbk,50.00,0.00,0.00%,1.303M,"876,664",210.529B,34.79
88,300059.SZ,"East Money Information Co.,Ltd.",25.94,+2.36,+10.01%,540.681M,252.34M,209.043B,90.07
89,EAIN34.SA,Electronic Arts Inc.,362.00,+4.65,+1.30%,10,138,211.181B,70.29
90,RTKMP.ME,Public Joint Stock Company Rostelecom,80.40,-0.75,-0.92%,"300,910","368,043",204.922B,13.27
91,037270.KS,"YG Plus, Inc.","3,535.00",+65.00,+1.87%,21.971M,4.829M,205.633B,N/A
92,DIS,The Walt Disney Company,113.76,+0.13,+0.11%,4.071M,17.798M,205.481B,38.32
93,DIS.SN,The Walt Disney Company,114.33,+0.42,+0.37%,222,224,206.003B,38.51
94,BAC.F,Verizon Communications Inc.,48.40,-0.23,-0.46%,454,"1,010",200.426B,10.93
95,4816.T,"Toei Animation Co.,Ltd.","4,945.00",+15.00,+0.30%,"27,200","37,026",202.221B,17.69
96,RTKM.ME,Public Joint Stock Company Rostelecom,86.82,-1.18,-1.34%,2.061M,3.039M,202.286B,14.33
97,BAC.DE,Verizon Communications Inc.,48.58,-0.42,-0.87%,584,"1,206",199.611B,10.97
98,TEL.OL,Telenor ASA,141.50,+0.75,+0.53%,1.615M,1.84M,201.306B,43.58
99,NFLX.VI,"Netflix, Inc.",442.20,+1.25,+0.28%,104,124,192.298B,89.50
0,VZ.VI,Verizon Communications Inc.,48.56,-0.12,-0.26%,0,327,200.84B,10.96
1,9601.T,"Shochiku Co., Ltd.","14,630.00",-350.00,-2.34%,"42,400","31,612",200.959B,83.04
2,006490.KS,"Inscobee., Inc.","2,030.00",-40.00,-1.93%,"416,511","840,025",198.385B,N/A
3,7010.SR,Saudi Telecom Company,98.00,-0.70,-0.71%,"788,510",1.196M,196B,18.07
4,NFC.F,"Netflix, Inc.",436.95,-2.75,-0.63%,329,877,190.555B,88.43
5,NFLX.MI,"Netflix, Inc.",440.30,-1.50,-0.34%,684,897,191.104B,89.11
6,0728.HK,China Telecom Corporation Limited,2.380,+0.020,+0.85%,71.154M,77.407M,192.619B,8.52
7,SOBA.DE,AT&T Inc.,26.66,-0.25,-0.91%,"10,639","17,521",189.252B,13.54
8,SOBA.F,AT&T Inc.,26.64,-0.33,-1.22%,"3,745","3,714",188.654B,13.53
9,ATT.VI,AT&T Inc.,26.95,-0.16,-0.61%,0,"1,062",189.829B,13.69
10,NFC.DE,"Netflix, Inc.",437.15,-3.20,-0.73%,"2,804","6,254",190.361B,88.47
11,INTUCH.BK,Intouch Holdings Public Company Limited,57.25,+0.25,+0.44%,19.01M,16.024M,183.573B,16.84
12,CMCSA,Comcast Corporation,39.76,-0.31,-0.77%,4.658M,21.381M,181.471B,15.78
13,9605.T,"Toei Company, Ltd.","14,420.00",-170.00,-1.17%,"7,000","15,801",180.305B,15.97
14,WDP.DE,The Walt Disney Company,100.28,-0.04,-0.04%,"9,365","23,231",181.384B,33.78
15,WDP.F,The Walt Disney Company,100.48,-0.52,-0.51%,"1,111","3,078",180.522B,33.84
16,DIS.VI,The Walt Disney Company,100.62,+0.38,+0.38%,650,685,182.145B,33.89
17,TATACOMM.NS,Tata Communications Limited,623.25,-7.25,-1.15%,"42,123","289,267",177.584B,N/A
18,TATACOMM.BO,Tata Communications Limited,622.70,-7.65,-1.21%,"6,295","13,812",177.47B,N/A
19,036630.KQ,"Sejong Telecom, Inc.",290.00,-3.00,-1.02%,1.972M,11.648M,174.095B,N/A
20,CTP2.DE,Comcast Corporation,35.60,0.00,0.00%,30,269,167.329B,14.13
21,AFKS.ME,Sistema Public Joint Stock Financial Corporation,18.00,+0.68,+3.93%,54.956M,36.473M,168.808B,5.96
22,MONY.L,Moneysupermarket.com Group PLC,313.00,-2.40,-0.76%,"689,124",1.683M,1.68B,17.68
23,3774.T,Internet Initiative Japan Inc.,"3,685.00",-5.00,-0.14%,"158,800","274,853",166.133B,41.64
24,600050.SS,China United Network Communications Limited,5.35,+0.07,+1.33%,263.866M,93.546M,165.986B,34.97
25,ZEEL.NS,Zee Entertainment Enterprises Limited,172.15,-8.15,-4.52%,26.957M,23.779M,165.351B,10.44
26,ZEEL.BO,Zee Entertainment Enterprises Limited,172.10,-8.10,-4.50%,1.121M,1.196M,165.395B,10.43
27,CTP2.F,Comcast Corporation,35.36,-0.05,-0.14%,100,257,161.46B,14.03
28,CHLKF,China Mobile Limited,7.24,0.00,0.00%,16,"12,658",148.985B,8.32
29,CMCS.VI,Comcast Corporation,35.42,-0.22,-0.60%,0,287,160.713B,14.06
30,9409.T,TV Asahi Holdings Corporation,"1,532.00",+19.00,+1.26%,"139,900","125,932",159.287B,6.16
31,PROSY,Prosus N.V.,19.64,+0.61,+3.21%,"264,647","509,303",161.116B,39.36
32,PROSF,Prosus N.V.,95.08,0.00,0.00%,52,556,156.112B,N/A
33,2121.T,"mixi, Inc.","2,047.00",-39.00,-1.87%,1.289M,"716,462",154.241B,14.50
34,SUNTV.NS,Sun TV Network Limited,390.50,+0.90,+0.23%,3.668M,2.843M,153.811B,11.11
35,SUNTV.BO,Sun TV Network Limited,390.40,+1.00,+0.26%,"237,832","148,636",153.851B,11.10
36,TWTR34.SA,"Twitter, Inc.",94.34,+8.93,+10.46%,50,"3,252",153.172B,117.12
37,TMPO.JK,PT Tempo Inti Media Tbk,140.00,-8.00,-5.41%,"38,100","37,498",148.166B,38.38
38,HTWS.L,Helios Towers plc,147.00,-1.80,-1.21%,"281,359","770,193",1.47B,N/A
39,CHL,China Mobile Limited,35.95,-0.18,-0.50%,"341,586",1.353M,148.243B,8.26
40,SFOR.L,S4 Capital plc,299.25,+1.75,+0.59%,"502,040","793,715",1.467B,N/A
41,0762.HK,China Unicom (Hong Kong) Limited,4.780,0.000,0.00%,62.912M,46.395M,146.259B,11.56
42,3765.T,"GungHo Online Entertainment, Inc.","2,119.00",-69.00,-3.15%,3.653M,1.164M,143.825B,11.38
43,9468.T,Kadokawa Corporation,"2,329.00",+36.00,+1.57%,"483,000","460,039",143.292B,17.90
44,1TY.F,Prosus N.V.,87.22,+1.20,+1.40%,"2,740",298,139.944B,37.76
45,1TY.DE,Prosus N.V.,87.32,+2.66,+3.14%,"1,707",498,142.354B,37.80
46,TELIA.ST,Telia Company AB (publ),34.79,-0.16,-0.46%,10.87M,14.995M,142.278B,22.52
47,1YL.F,Prosus N.V.,17.70,+1.10,+6.63%,600,237,147.164B,38.31
48,DMGT.L,Daily Mail and General Trust plc,670.00,-2.00,-0.30%,"4,801","141,687",1.41B,6.33
49,PRX.AS,Prosus N.V.,86.74,+1.84,+2.17%,1.598M,1.476M,141.009B,37.55
50,PRX.VI,Prosus N.V.,86.86,+2.48,+2.94%,0,2,142.074B,37.60
