,Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,PE Ratio (TTM)
61,UNP.MX,Union Pacific Corporation,"3,804.82",0.00,0.00%,0,"1,036",2.572T,442.22
62,042660.KS,"Daewoo Shipbuilding & Marine Engineering Co., Ltd.","23,450.00",-650.00,-2.70%,"360,761","790,673",2.514T,N/A
63,020150.KS,"ILJIN Materials Co., Ltd.","51,900.00",0.00,0.00%,"317,018","761,921",2.393T,N/A
64,028050.KS,"Samsung Engineering Co., Ltd.","12,200.00",-50.00,-0.41%,"882,371",1.896M,2.391T,N/A
65,047810.KS,"Korea Aerospace Industries, Ltd.","24,200.00",-250.00,-1.02%,"304,235","940,503",2.359T,N/A
66,GMFI.JK,PT Garuda Maintenance Facility Aero Asia Tbk,83.00,0.00,0.00%,4.524M,7.8M,2.343T,N/A
67,HON.MX,Honeywell International Inc.,"3,263.25",0.00,0.00%,0,"1,484",2.272T,375.00
68,TAMU.JK,PT Pelayaran Tamarin Samudra Tbk,61.00,-1.00,-1.61%,4.847M,7.621M,2.288T,N/A
69,BA.MX,The Boeing Company,"4,055.00",-17.01,-0.42%,90,"16,963",2.245T,N/A
70,LMT.MX,Lockheed Martin Corporation,"8,260.84",0.00,0.00%,0,191,2.212T,374.86
71,TOTO.JK,PT Surya Toto Indonesia Tbk,220.00,-2.00,-0.90%,"146,400","65,983",2.27T,14.44
72,ADHI.JK,PT Adhi Karya (Persero) Tbk,635.00,+10.00,+1.60%,19.48M,25.634M,2.261T,3.75
73,UPS.MX,"United Parcel Service, Inc.","2,582.00",0.00,0.00%,1,453,2.203T,522.67
74,QUINENCO.SN,Quinenco SA,"1,336.00",+0.10,+0.01%,"30,083","242,803",2.221T,11.47
75,BHAT.JK,PT Bhakti Multi Artha Tbk,444.00,+2.00,+0.45%,118.46M,80.19M,2.22T,0.45
76,028670.KS,"Pan Ocean Co., Ltd.","4,025.00",-70.00,-1.71%,1.761M,2.696M,2.152T,N/A
77,RTX.MX,Raytheon Technologies Corporation,"1,398.00",-1.00,-0.07%,491,267,2.063T,293.70
78,BOLT.JK,PT Garuda Metalindo Tbk,900.00,0.00,0.00%,100,653,2.109T,61.20
79,006360.KS,GS Engineering & Construction Corporation,"26,450.00",+200.00,+0.76%,"299,678","543,586",2.1T,N/A
80,6301.T,Komatsu Ltd.,"2,180.00",-20.00,-0.91%,2.821M,4.279M,2.059T,13.45
81,MMM.MX,3M Company,"3,545.00",0.00,0.00%,1,612,1.988T,415.93
82,9735.T,"SECOM CO., LTD.","9,396.00",-120.00,-1.26%,"666,900","548,000",2.051T,23.02
83,PPRE.JK,PT PP Presisi Tbk,199.00,+2.00,+1.02%,10.27M,18.303M,2.035T,8.04
84,BEM-R.BK,Bangkok Expressway and Metro Public Company Limited,9.45,-0.05,-0.53%,32.321M,N/A,1.989T,29.26
85,WEGE.JK,PT Wijaya Karya Bangunan Gedung Tbk.,208.00,+16.00,+8.33%,224.562M,32.524M,1.991T,4.37
86,017800.KS,"Hyundai Elevator Co., Ltd","50,700.00",+700.00,+1.40%,"235,100","510,193",1.944T,N/A
87,MINERA.SN,Minera Valparaiso S.A.,"15,551.00",-469.00,-2.93%,257,"5,070",1.944T,"11,359.39"
88,META.JK,PT Nusantara Infrastructure Tbk,112.00,+5.00,+4.67%,"430,000",1.359M,1.94T,14.33
89,003495.KS,"Korean Air Lines Co.,Ltd.","17,850.00",-100.00,-0.56%,"45,799","125,820",1.916T,N/A
90,SCCO.JK,PT Supreme Cable Manufacturing & Commerce Tbk,"9,300.00",0.00,0.00%,"2,000","4,748",1.912T,5.74
91,BUKK.JK,PT Bukaka Teknik Utama Tbk,720.00,-25.00,-3.36%,"131,200","39,112",1.901T,4.39
92,6326.T,Kubota Corporation,"1,549.50",-22.50,-1.43%,1.789M,3.095M,1.884T,14.30
93,003490.KS,"Korean Air Lines Co.,Ltd.","16,800.00",-400.00,-2.33%,1.347M,1.967M,1.882T,N/A
94,4901.T,FUJIFILM Holdings Corporation,"4,665.00",-26.00,-0.55%,1.486M,3.13M,1.865T,15.28
95,SSIA.JK,PT Surya Semesta Internusa Tbk,392.00,0.00,0.00%,28.311M,29.729M,1.811T,21.24
96,TEBE.JK,PT Dana Brata Luhur,"1,390.00",-75.00,-5.12%,"3,600","6,277",1.792T,51.31
97,KBLI.JK,PT KMI Wire and Cable Tbk,438.00,-32.00,-6.81%,4.991M,2.609M,1.755T,6.07
98,047050.KS,Posco International Corporation,"14,000.00",-50.00,-0.36%,"152,675","346,383",1.727T,N/A
99,336260.KS,"Doosan Fuel Cell Co., Ltd.","30,100.00",+200.00,+0.67%,"822,556",5.045M,1.67T,N/A
0,TOPS.JK,PT Totalindo Eka Persada Tbk,50.00,0.00,0.00%,"5,800","115,722",1.667T,N/A
1,009415.KS,"Taeyoung Engineering & Construction Co.,Ltd.","14,450.00","+3,300.00",+29.60%,"956,392","83,700",1.64T,N/A
2,6502.T,Toshiba Corporation,"3,590.00",+30.00,+0.84%,1.306M,1.557M,1.628T,N/A
3,CAT.MX,Caterpillar Inc.,"2,898.04",0.00,0.00%,4,"1,757",1.537T,306.22
4,MCAS.JK,PT M Cash Integrasi Tbk,"1,805.00",+5.00,+0.28%,"968,600",2.554M,1.567T,12.28
5,SAPX.JK,PT Satria Antaran Prima Tbk,"1,875.00",0.00,0.00%,"10,100",766,1.562T,39.55
6,CSAP.JK,PT Catur Sentosa Adiprana Tbk,350.00,0.00,0.00%,"20,400","61,167",1.56T,22.72
7,011200.KS,"HMM Co.,Ltd","4,920.00",-20.00,-0.40%,1.553M,3.667M,1.557T,N/A
8,BA.L,BAE Systems plc,479.80,-9.40,-1.92%,3.272M,8.773M,15.429B,10.41
9,8053.T,Sumitomo Corporation,"1,233.50",-10.00,-0.80%,3.177M,3.628M,1.541T,9.00
10,ASSA.JK,PT Adi Sarana Armada Tbk,448.00,+14.00,+3.23%,10.652M,9.433M,1.522T,13.37
11,PORT.JK,PT Nusantara Pelabuhan Handal Tbk,540.00,0.00,0.00%,100,"1,696",1.52T,192.99
12,FERG.L,Ferguson plc,"6,564.00",-22.00,-0.33%,"154,604","507,231",14.761B,15.24
13,047040.KS,"Daewoo Engineering & Construction Co., Ltd.","3,540.00",+35.00,+1.00%,"599,074",1.365M,1.455T,N/A
14,064350.KS,Hyundai Rotem Company,"16,650.00",+350.00,+2.15%,1.765M,3.044M,1.415T,N/A
15,010120.KS,"LS ELECTRIC Co., Ltd.","47,400.00",+250.00,+0.53%,"41,088","110,404",1.39T,N/A
16,042670.KS,"Doosan Infracore Co., Ltd.","6,470.00",+20.00,+0.31%,5.095M,10.374M,1.347T,N/A
17,AOT-R.BK,Airports of Thailand Public Company Limited,57.50,-2.00,-3.36%,64.744M,N/A,1.33T,37.29
18,GE.MX,General Electric Company,154.50,-0.23,-0.15%,141,"38,695",1.318T,N/A
19,051600.KS,"KEPCO Plant Service & Engineering Co.,Ltd.","29,850.00",-450.00,-1.49%,"99,087","124,215",1.343T,N/A
20,294870.KS,HDC Hyundai Development Company,"20,300.00",-100.00,-0.49%,"282,852",1.283M,1.338T,N/A
21,LT.NS,Larsen & Toubro Limited,941.25,-2.35,-0.25%,5.223M,5.782M,1.322T,13.85
22,LT.BO,Larsen & Toubro Limited,941.05,-2.35,-0.25%,"197,900","251,807",1.322T,13.85
23,JTPE.JK,PT Jasuindo Tiga Perkasa Tbk,770.00,+5.00,+0.65%,"213,300","438,185",1.319T,8.45
24,BLTA.JK,PT Berlian Laju Tanker Tbk,50.00,0.00,0.00%,100,"4,595",1.295T,N/A
25,6383.T,"Daifuku Co., Ltd.","10,190.00",+110.00,+1.09%,"696,700","636,921",1.283T,45.70
26,004800.KS,Hyosung Corporation,"63,300.00",+400.00,+0.64%,"57,793","59,209",1.26T,N/A
27,012450.KS,"Hanwha Aerospace Co., Ltd.","24,300.00",-50.00,-0.21%,"281,395",1.014M,1.252T,N/A
28,010620.KS,"Hyundai Mipo Dockyard Co., Ltd.","30,900.00",-150.00,-0.48%,"171,985","340,073",1.232T,N/A
29,NIKL.JK,PT Pelat Timah Nusantara Tbk,488.00,-4.00,-0.81%,"744,700",3.987M,1.231T,N/A
30,060250.KQ,NHN KCP Corp.,"55,000.00",-900.00,-1.61%,"898,378","366,115",1.217T,N/A
31,AHT.L,Ashtead Group plc,"2,666.00",-95.00,-3.44%,"595,328",1.669M,12.109B,16.51
32,9143.T,"SG Holdings Co.,Ltd.","3,730.00",-15.00,-0.40%,"724,000","945,031",1.185T,25.05
33,009410.KS,"Taeyoung Engineering & Construction Co.,Ltd.","17,150.00",+400.00,+2.39%,1.09M,"511,856",1.171T,N/A
34,034020.KS,"Doosan Heavy Industries & Construction Co., Ltd.","4,620.00",+15.00,+0.33%,"771,071",2.857M,1.169T,N/A
35,NOC.MX,Northrop Grumman Corporation,"6,975.08",0.00,0.00%,0,136,1.133T,524.99
36,3064.T,"MonotaRO Co., Ltd.","4,620.00",-55.00,-1.18%,"910,200",1.15M,1.148T,98.47
37,TOTL.JK,PT Total Bangun Persada Tbk,332.00,+2.00,+0.61%,5.98M,4.363M,1.132T,6.68
38,AIRN.MX,Airbus SE,"1,690.00",0.00,0.00%,"3,000",609,1.132T,N/A
39,AMFG.JK,PT Asahimas Flat Glass Tbk,"2,600.00",+90.00,+3.59%,"27,700","10,961",1.128T,N/A
40,002380.KS,KCC Corporation,"134,500.00","-1,000.00",-0.74%,"34,322","79,250",1.112T,N/A
41,INPS.JK,PT. Indah Prakasa Sentosa Tbk,"1,700.00",-20.00,-1.16%,"22,800","643,270",1.105T,N/A
42,9021.T,West Japan Railway Company,"5,677.00",-20.00,-0.35%,1.179M,"888,998",1.085T,12.16
43,9435.T,"Hikari Tsushin, Inc.","23,590.00",-220.00,-0.92%,"118,700","90,601",1.082T,21.05
44,6586.T,Makita Corporation,"3,965.00",-70.00,-1.73%,"442,700","521,053",1.077T,22.55
45,001740.KS,SK Networks Company Limited,"4,900.00",-45.00,-0.91%,"451,877",1.037M,1.071T,N/A
46,IPCM.JK,PT Jasa Armada Indonesia Tbk,202.00,+2.00,+1.00%,"11,000","126,961",1.067T,11.06
47,9064.T,"Yamato Holdings Co., Ltd.","2,771.00",+58.00,+2.14%,3.975M,2.369M,1.06T,48.80
48,000157.KS,Doosan Corporation,"77,800.00","+2,600.00",+3.46%,"23,599","20,914",1.048T,N/A
49,6506.T,YASKAWA Electric Corporation,"4,040.00",-40.00,-0.98%,1.713M,2.089M,1.061T,68.02
50,BNBR.JK,PT Bakrie & Brothers Tbk,50.00,0.00,0.00%,"40,100","29,532",1.043T,1.94
51,010780.KS,"IS DongSeo Co., Ltd.","34,100.00",+800.00,+2.40%,"148,494","105,521",1.038T,N/A
52,NSC.MX,Norfolk Southern Corporation,"3,911.85",0.00,0.00%,0,83,995.98B,424.09
53,006260.KS,LS Corp.,"36,150.00",-200.00,-0.55%,"96,089","118,915",1.004T,N/A
54,272210.KS,"Hanwha Systems Co., Ltd.","8,970.00",-70.00,-0.77%,"221,929",1.319M,987.794B,N/A
55,PBSA.JK,PT Paramita Bangun Sarana Tbk,655.00,0.00,0.00%,100,11,982.5B,64.97
56,SK.SN,Sigdo Koppers S.A.,910.00,-1.02,-0.11%,"1,043","128,883",978.25B,"10,963.86"
57,GD.MX,General Dynamics Corporation,"3,315.00",-321.45,-8.84%,21,572,847.708B,279.70
58,RTO.L,Rentokil Initial plc,524.20,+6.00,+1.16%,"994,649",5.134M,9.72B,34.49
59,9007.T,"Odakyu Electric Railway Co., Ltd.","2,606.00",+13.00,+0.50%,"860,700","762,770",946.4B,47.31
60,PTPW.JK,PT Pratama Widya Tbk,"1,075.00",0.00,0.00%,1.484M,2.455M,944.052B,7.72
61,FDX.MX,FedEx Corporation,"3,585.00",-15.00,-0.42%,47,650,920.958B,731.63
62,INTA.JK,PT Intraco Penta Tbk,276.00,-4.00,-1.43%,"42,700","227,232",922.925B,N/A
63,ROP.MX,"Roper Technologies, Inc.","8,866.77",0.00,0.00%,0,83,910.209B,569.62
64,ASGR.JK,PT Astra Graphia Tbk,665.00,0.00,0.00%,1.191M,"413,220",896.939B,3.94
65,9041.T,"Kintetsu Group Holdings Co.,Ltd.","4,670.00",-15.00,-0.32%,"390,400","403,603",887.772B,43.18
66,PSSI.JK,PT Pelita Samudera Shipping Tbk,163.00,0.00,0.00%,"25,800","412,609",882.981B,"81,500.00"
67,ITRK.L,Intertek Group plc,"5,458.00",-36.00,-0.66%,"63,971","372,972",8.809B,28.34
68,HLMA.L,Halma plc,"2,317.00",-14.00,-0.60%,"230,788","985,513",8.796B,48.78
69,NRCA.JK,PT Nusa Raya Cipta Tbk,358.00,+10.00,+2.87%,1.032M,"448,622",874.204B,8.95
70,9005.T,Tokyu Corporation,"1,439.00",+6.00,+0.42%,1.704M,1.383M,869.173B,20.59
71,SOCI.JK,PT Soechi Lines Tbk,123.00,0.00,0.00%,5.789M,18.605M,868.257B,"122,999.99"
72,020560.KS,"Asiana Airlines, Inc.","3,885.00",0.00,0.00%,"856,667",3.892M,867.268B,N/A
73,7011.T,"Mitsubishi Heavy Industries, Ltd.","2,571.00",-11.50,-0.45%,1.898M,1.781M,863.45B,9.92
74,9042.T,"Hankyu Hanshin Holdings, Inc.","3,525.00",-60.00,-1.67%,"499,400","468,807",859.293B,15.62
75,SKRN.JK,PT Superkrane Mitra Utama Tbk,570.00,+10.00,+1.79%,"400,700","581,612",889.046B,10.72
76,TPMA.JK,PT Trans Power Marine Tbk,324.00,+26.00,+8.72%,"78,500","7,411",853.189B,"108,000.00"
77,000155.KS,Doosan Corporation,"36,650.00",-50.00,-0.14%,"10,330","100,872",825.582B,N/A
78,8002.T,Marubeni Corporation,482.90,-3.50,-0.72%,5.42M,9.585M,838.184B,N/A
79,BESS.JK,PT Batulicin Nusantara Maritim Tbk,244.00,0.00,0.00%,"103,900",6.469M,829.6B,N/A
80,AOT.BK,Airports of Thailand Public Company Limited,57.50,-2.00,-3.36%,64.744M,31.501M,821.428B,37.29
81,9202.T,ANA Holdings Inc.,"2,448.00",-36.00,-1.45%,1.942M,3.734M,819.174B,29.61
82,000150.KS,Doosan Corporation,"37,300.00",-450.00,-1.19%,"42,613","159,554",816.851B,N/A
83,1801.T,Taisei Corporation,"3,840.00",-35.00,-0.90%,"600,400","893,267",810.094B,6.70
84,VOKS.JK,PT Voksel Electric Tbk,194.00,+2.00,+1.04%,"71,200","183,716",806.186B,6.08
85,006125.KS,"SK Discovery Co., Ltd.","29,800.00","+4,400.00",+17.32%,1.617M,"213,682",804.341B,N/A
86,112610.KS,CS Wind Corporation,"51,800.00",+300.00,+0.58%,"351,737","160,947",802.361B,N/A
87,IPCC.JK,PT Indonesia Kendaraan Terminal Tbk,438.00,+4.00,+0.92%,2.069M,6.846M,796.45B,7.47
88,9962.T,MISUMI Group Inc.,"2,686.00",-75.00,-2.72%,"622,100","712,853",762.558B,46.33
89,PURA.JK,PT Putra Rajawali Kencana Tbk,141.00,+27.00,+23.68%,202.529M,85.477M,747.506B,49.18
90,KIAS.JK,PT Keramika Indonesia Assosiasi Tbk,50.00,0.00,0.00%,100,"4,580",746.455B,N/A
91,SPX.L,Spirax-Sarco Engineering plc,"10,070.00",+45.00,+0.45%,"50,334","160,987",7.425B,44.66
92,VAPORES.SN,Compania Sud Americana de Vapores S.A.,19.80,-0.22,-1.10%,1.495M,4.028M,728.579B,"6,600.00"
93,9001.T,"Tobu Railway Co., Ltd.","3,490.00",-10.00,-0.29%,"404,100","510,476",728.094B,20.67
94,9008.T,Keio Corporation,"5,960.00",-20.00,-0.33%,"274,900","264,792",727.722B,40.71
95,SMDR.JK,PT Samudera Indonesia Tbk,222.00,+2.00,+0.91%,1.302M,1.006M,727.077B,N/A
96,MLIA.JK,PT Mulia Industrindo Tbk,550.00,0.00,0.00%,5.702M,6.244M,713.784B,14.74
97,1802.T,Obayashi Corporation,990.00,-3.00,-0.30%,2.366M,2.53M,710.472B,6.28
98,5332.T,Toto Ltd.,"4,175.00",+15.00,+0.36%,"546,800","540,548",707.17B,30.03
99,BBSS.JK,PT Bumi Benowo Sukses Sejahtera Tbk,147.00,-1.00,-0.68%,6.138M,13.962M,705.6B,141.07
0,108675.KS,"LG Hausys, Ltd.","28,750.00",+950.00,+3.42%,"21,492","24,456",702.524B,N/A
1,006120.KS,"SK Discovery Co., Ltd.","36,950.00","+1,350.00",+3.79%,1.908M,"796,929",703B,N/A
2,ARKA.JK,PT Arkha Jayanti Persada Tbk,350.00,-24.00,-6.42%,"29,900","4,474",700B,N/A
3,TRE.VI,"Tecnicas Reunidas, S.A.","12,738.24",+11.91,+0.09%,0,302,702.778B,N/A
4,ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,340.60,-5.35,-1.55%,3.987M,4.223M,692.116B,18.57
5,ADANIPORTS.BO,Adani Ports and Special Economic Zone Limited,340.60,-5.40,-1.56%,"169,029","116,791",692.014B,18.57
6,7912.T,"Dai Nippon Printing Co., Ltd.","2,421.00",-22.00,-0.90%,"665,000","648,540",680.013B,10.30
7,081000.KS,Iljin Diamond Co. Ltd.,"47,750.00",+750.00,+1.60%,"961,631","642,553",677.959B,N/A
8,TMAS.JK,PT Temas Tbk.,118.00,-1.00,-0.84%,"704,500",4.041M,673.208B,12.33
9,8439.T,Tokyo Century Corporation,"5,500.00",-30.00,-0.54%,"198,300","311,006",671.242B,10.52
10,108670.KS,"LG Hausys, Ltd.","64,300.00",-900.00,-1.38%,"36,348","114,157",669.935B,N/A
11,LTM.SN,LATAM Airlines Group S.A.,"1,117.00",-19.00,-1.67%,"843,805","513,346",677.358B,N/A
12,IKAI.JK,PT Intikeramik Alamasri Industri Tbk,50.00,0.00,0.00%,100,"9,482",665.29B,N/A
13,9201.T,"Japan Airlines Co., Ltd.","1,971.00",-18.50,-0.93%,3.429M,5.911M,664.113B,12.66
14,6465.T,Hoshizaki Corporation,"9,150.00",-180.00,-1.93%,"225,600","184,632",662.649B,28.94
15,103140.KS,Poongsan Corporation,"23,300.00",+400.00,+1.75%,"226,341","408,131",652.694B,N/A
16,1803.T,Shimizu Corporation,847.00,-14.00,-1.63%,1.875M,2.42M,646.14B,6.60
17,079550.KS,"LIG Nex1 Co., Ltd.","29,650.00",-500.00,-1.66%,"68,088","274,579",642.515B,N/A
18,1812.T,Kajima Corporation,"1,248.00",-12.00,-0.95%,1.083M,1.897M,639.699B,6.21
19,6305.T,"Hitachi Construction Machinery Co., Ltd.","3,000.00",+10.00,+0.33%,"786,900","846,906",637.965B,15.50
20,009450.KS,"Kyung Dong Navien Co., Ltd.","49,500.00","+2,750.00",+5.88%,"180,238","60,229",624.878B,N/A
21,UPAC34.SA,Union Pacific Corporation,221.63,0.00,0.00%,0,318,617.2B,25.76
22,9048.T,"Nagoya Railroad Co., Ltd.","2,999.00",-56.00,-1.83%,"349,300","415,437",589.798B,21.86
23,MBSS.JK,PT Mitrabahtera Segara Sejati Tbk,336.00,-6.00,-1.75%,1.382M,"985,027",588.01B,N/A
24,002320.KS,"Hanjin Transportation Co., Ltd.","48,400.00","+1,050.00",+2.22%,"101,404","355,783",579.575B,N/A
25,7911.T,"Toppan Printing Co., Ltd.","1,710.00",-7.00,-0.41%,"807,500","913,804",578.761B,6.55
26,6324.T,Harmonic Drive Systems Inc.,"6,010.00",+80.00,+1.35%,"246,700","285,518",578.542B,N/A
27,RICO.L,"Ricoh Company, Ltd.",765.00,+5.00,+0.66%,"4,100","38,592",571.578B,14.02
28,SMSAAM.SN,Sociedad Matriz SAAM S.A.,59.00,0.00,0.00%,"195,671",3.039M,574.471B,"9,833.33"
29,052690.KS,"KEPCO Engineering & Construction Company, Inc.","15,100.00",-100.00,-0.66%,"45,683","94,639",574.457B,N/A
30,001120.KS,LG International Corp.,"14,850.00",-250.00,-1.66%,"294,607","355,024",574.089B,N/A
31,001440.KS,"Taihan Electric Wire Co., Ltd.",668.00,-7.00,-1.04%,"629,519",2.676M,565.721B,N/A
32,7752.T,"Ricoh Company, Ltd.",780.00,-9.00,-1.14%,2.479M,4.009M,565.059B,14.29
33,OTIS.MX,Otis Worldwide Corporation,"1,260.00",0.00,0.00%,0,N/A,549.448B,541.24
34,001880.KS,"Samho International Co., Ltd.","25,500.00",+700.00,+2.82%,"196,636","60,616",562.349B,N/A
35,SMIN.L,Smiths Group plc,"1,413.50",-24.00,-1.67%,"291,901",1.005M,5.6B,22.51
