,Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,PE Ratio (TTM)
23,9511.T,"The Okinawa Electric Power Company, Incorporated","1,742.00",-3.00,-0.17%,"139,200","171,439",94.796B,14.14
24,ESOCF,Enel SpA,9.24,+0.28,+3.12%,"13,589","26,722",94.56B,19.37
25,9536.T,"Saibu Gas Co.,Ltd.","2,531.00",-49.00,-1.90%,"32,300","25,459",93.709B,19.98
26,0006.HK,Power Assets Holdings Limited,43.750,-0.150,-0.34%,2.774M,3.379M,93.374B,13.10
27,0270.HK,Guangdong Investment Limited,14.180,+0.320,+2.31%,14.488M,7.063M,92.706B,18.38
28,ENLAY,Enel SpA,9.15,+0.27,+3.04%,"24,122","625,441",94.483B,19.18
29,RATCH.BK,Ratch Group Public Company Limited,63.75,-0.50,-0.78%,2.945M,6.258M,92.438B,16.55
30,1193.HK,China Resources Gas Group Limited,39.450,-0.550,-1.37%,14.516M,4.887M,91.288B,17.00
31,OGKB.ME,"Public Joint-Stock Company ""Second Generating Company of the Electric Power Wholesale Market""",0.8023,+0.0046,+0.58%,217.383M,229.166M,88.607B,6.37
32,CESC.NS,CESC Limited,668.05,+31.75,+4.99%,1.102M,"675,173",88.513B,6.80
33,CESC.BO,CESC Limited,667.35,+31.35,+4.93%,"23,718","15,357",88.462B,6.79
34,SJVN.BO,SJVN Limited,22.40,+0.40,+1.82%,"292,319","106,367",87.827B,5.30
35,SJVN.NS,SJVN Limited,22.45,+0.50,+2.28%,2.691M,1.582M,88.02B,5.31
36,MSNG.ME,Public Joint Stock Company Mosenergo,2.1290,-0.0100,-0.47%,22.582M,24.346M,84.626B,18.20
37,ENEL.MI,Enel SpA,8.11,+0.13,+1.64%,16.066M,28.391M,82.398B,38.60
38,ENEL.VI,Enel SpA,8.08,+0.14,+1.75%,"1,000","5,251",82.485B,38.50
39,ENL.DE,Enel SpA,8.11,+0.13,+1.67%,"17,967","35,132",82.418B,38.64
40,9509.T,"Hokkaido Electric Power Company, Incorporated",401.00,-2.00,-0.50%,"954,300","941,417",82.406B,3.08
41,GULF-R.BK,Gulf Energy Development Public Company Limited,38.50,0.00,0.00%,23.412M,N/A,82.132B,129.19
42,ENL.F,Enel SpA,8.12,+0.15,+1.88%,"7,125","9,402",82.593B,38.66
43,PAMP.BA,Pampa Energia S.A.,51.00,+1.20,+2.41%,"178,091",1.246M,80.228B,3.26
44,ENLA.F,Enel SpA,7.90,+0.10,+1.28%,"1,579",272,82.106B,37.62
45,JSWENERGY.BO,JSW Energy Limited,47.10,-1.25,-2.59%,"140,838","232,545",77.295B,7.03
46,JSWENERGY.NS,JSW Energy Limited,47.05,-1.25,-2.59%,1.004M,2.552M,77.293B,7.02
47,IBDSF,"Iberdrola, S.A.",12.21,+0.09,+0.73%,"12,519","10,732",77.154B,23.94
48,IBDRY,"Iberdrola, S.A.",48.64,+0.88,+1.85%,"4,131","70,858",76.347B,23.84
49,600011.SS,"Huaneng Power International, Inc.",4.7500,+0.0600,+1.28%,60.771M,21.359M,74.566B,226.19
50,9517.T,"eREX Co.,Ltd.","1,462.00",+11.00,+0.76%,"341,700","489,203",74.389B,16.53
51,9519.T,"RENOVA, Inc.",965.00,-81.00,-7.74%,"807,800","471,689",73.745B,20.65
52,600025.SS,Huaneng Lancang River Hydropower Inc.,4.0600,+0.1600,+4.10%,91.084M,24.153M,73.08B,15.62
53,006890.KS,"Taekyung Chemical Co., Ltd.","6,250.00",0.00,0.00%,"74,379","198,312",70.837B,N/A
54,601985.SS,"China National Nuclear Power Co., Ltd.",4.5500,+0.0800,+1.79%,94.18M,22.052M,70.823B,17.23
55,2588.T,"Premium Water Holdings,Inc.","2,547.00",-84.00,-3.19%,"6,500","11,200",70.283B,41.57
56,2638.HK,HK Electric Investments and HK Electric Investments Limited,7.900,-0.010,-0.13%,3.68M,5.218M,69.806B,20.89
57,1407.T,West Holdings Corporation,"2,152.00",-92.00,-4.10%,"208,800","204,779",67.359B,16.91
58,9543.T,"Shizuoka Gas Co., Ltd.",909.00,-14.00,-1.52%,"105,300","78,271",67.275B,13.37
59,IBE.MC,"Iberdrola, S.A.",10.74,+0.09,+0.87%,6.655M,17.39M,67.126B,18.88
60,DUK-PA,Duke Energy Corporation,27.20,+0.04,+0.15%,"4,898","85,752",67.056B,5.38
61,IBE1.DE,"Iberdrola, S.A.",10.78,-0.20,-1.87%,"2,979","10,271",66.457B,18.95
62,IBE1.F,"Iberdrola, S.A.",10.73,-0.14,-1.29%,"11,924","2,906",66.848B,18.86
63,LSNGP.ME,Public Joint-Stock Company Lenenergo,156.55,-1.15,-0.73%,"71,490","208,298",65.37B,111.58
64,LSNG.ME,Public Joint-Stock Company Lenenergo,6.02,+0.02,+0.33%,"80,100","332,544",66.07B,4.29
65,IBE.VI,"Iberdrola, S.A.",10.56,-0.22,-2.04%,0,386,66.338B,18.57
66,NLCINDIA.BO,NLC India Limited,46.95,+0.80,+1.73%,"336,409","68,943",65.103B,4.48
67,NLCINDIA.NS,NLC India Limited,46.90,+0.85,+1.85%,2.636M,"870,770",65.175B,4.48
68,5110.SR,Saudi Electricity Company,15.58,-0.02,-0.13%,3.065M,1.902M,64.915B,149.81
69,SUPER-R.BK,Super Energy Corporation Public Company Limited,0.9900,+0.0100,+1.02%,670.455M,N/A,60.306B,11.00
70,012320.KS,"Kyungdong Invest Co., Ltd","28,750.00",+650.00,+2.31%,"3,935","5,693",62.685B,N/A
71,D,"Dominion Energy, Inc.",74.68,+0.46,+0.62%,2.008M,4.267M,62.675B,35.82
72,INDIGRID.BO,India Grid Trust,102.00,-0.02,-0.02%,"5,103","51,534",59.515B,11.17
73,DUK,Duke Energy Corporation,80.64,-0.18,-0.22%,1.008M,3.78M,59.259B,15.95
74,DCUE,"Dominion Energy, Inc.",97.26,-0.02,-0.02%,"157,940","93,741",58.604B,56.22
75,600886.SS,"SDIC Power Holdings CO., LTD.",8.41,+0.04,+0.48%,27.106M,12.461M,57.07B,11.47
76,IRGZ.ME,Irkutsk Public Joint Stock Company of Energetics and Electrification,11.80,-0.02,-0.17%,"94,700","190,984",56.188B,4.94
77,SO,The Southern Company,52.65,-0.07,-0.13%,"830,204",5.112M,55.596B,15.81
78,MSRS.ME,Public Joint-Stock Company Moscow United Electric Grid Company,1.1190,-0.0030,-0.27%,1.134M,4.402M,54.503B,6.43
79,ELET6.SA,Centrais Eletricas Brasileiras S.A. - Eletrobras,34.65,+0.46,+1.35%,"782,500",3.137M,54.363B,5.89
80,DOD.F,"Dominion Energy, Inc.",65.30,-0.45,-0.68%,871,103,54.693B,31.32
81,ELET3.SA,Centrais Eletricas Brasileiras S.A. - Eletrobras,33.99,+0.49,+1.46%,1.304M,3.127M,53.328B,5.78
82,D2MN.F,Duke Energy Corporation,71.47,+1.20,+1.71%,280,34,53.404B,14.13
83,DNNGY,Orsted A/S,42.10,+1.70,+4.22%,565,"18,898",53.3B,33.84
84,TTW.BK,TTW Public Company Limited,13.10,-0.10,-0.76%,9.15M,5.447M,52.269B,17.26
85,TTW-R.BK,TTW Public Company Limited,13.10,-0.10,-0.76%,9.15M,N/A,52.269B,17.26
86,1071.HK,Huadian Power International Corporation Limited,2.310,+0.020,+0.87%,11.846M,14.805M,52.517B,7.18
87,SOUT.VI,The Southern Company,46.76,-0.30,-0.64%,0,0,51.041B,14.04
88,DUKE.VI,Duke Energy Corporation,71.68,+1.24,+1.76%,0,1,53.431B,14.17
89,0902.HK,"Huaneng Power International, Inc.",3.260,+0.100,+3.16%,28.895M,26.447M,51.176B,291.72
90,BPP-R.BK,Banpu Power Public Company Limited,16.60,+0.40,+2.47%,5.687M,N/A,50.647B,18.82
91,BPP.BK,Banpu Power Public Company Limited,16.60,+0.40,+2.47%,5.687M,4.54M,50.623B,18.82
92,DOGEF,Orsted A/S,120.45,0.00,0.00%,105,733,51.142B,32.23
93,SOT.F,The Southern Company,46.59,+0.29,+0.63%,45,34,49.526B,13.99
94,600023.SS,"Zhejiang Zheneng Electric Power Co., Ltd.",3.6500,+0.0400,+1.11%,39.192M,14.298M,49.643B,13.08
95,600027.SS,Huadian Power International Corporation Limited,3.7900,+0.0500,+1.34%,50.702M,26.498M,48.11B,11.77
96,D2G.F,Orsted A/S,112.60,+3.65,+3.35%,267,395,46.729B,30.13
97,DOEN.VI,"Dominion Energy, Inc.",65.76,+2.29,+3.61%,0,2,57.056B,31.54
98,CEPU.BA,Central Puerto S.A.,30.75,+0.35,+1.15%,"79,559","686,621",46.556B,5.88
99,0836.HK,China Resources Power Holdings Company Limited,9.510,-0.090,-0.94%,6.679M,6.307M,45.747B,6.94
0,BAJAJELEC.BO,Bajaj Electricals Limited,394.55,-0.95,-0.24%,"16,586","20,077",44.887B,N/A
1,BAJAJELEC.NS,Bajaj Electricals Limited,394.25,-1.40,-0.35%,"264,845","281,042",44.836B,N/A
2,MPOW.JK,PT Megapower Makmur Tbk,54.00,0.00,0.00%,"41,900","154,240",44.118B,N/A
3,600674.SS,"Sichuan Chuantou Energy Co.,Ltd.",9.65,+0.03,+0.31%,12.03M,5.8M,42.481B,15.59
4,ACE-R.BK,Absolute Clean Energy Public Company Limited,4.0200,0.0000,0.00%,24.673M,"930,400",41.097B,30.23
5,ACE.BK,Absolute Clean Energy Public Company Limited,4.0200,0.0000,0.00%,24.673M,19.101M,40.908B,30.23
6,AEP,"American Electric Power Company, Inc.",81.93,-0.46,-0.56%,"345,657",2.899M,40.603B,22.02
7,NGG,National Grid plc,56.53,+0.37,+0.66%,"612,157","541,338",39.422B,8.78
8,SBSP3.SA,Companhia de Saneamento Basico do Estado de Sao Paulo - SABESP,58.23,+0.54,+0.94%,"510,000",3.028M,39.801B,19.30
9,600795.SS,"GD Power Development Co.,Ltd",2.0100,+0.0300,+1.52%,173.372M,52.176M,39.497B,N/A
10,CKP.BK,CK Power Public Company Limited,4.8200,+0.1000,+2.12%,59.478M,20.654M,39.184B,130.27
11,1663.T,K&O Energy Group Inc.,"1,455.00",-7.00,-0.48%,"6,500","10,804",38.607B,15.26
12,0991.HK,"Datang International Power Generation Co., Ltd.",1.060,+0.030,+2.91%,14.306M,15.277M,39.073B,44.96
13,0916.HK,China Longyuan Power Group Corporation Limited,4.750,+0.200,+4.40%,45.764M,14.752M,37.991B,7.90
14,AEP.F,"American Electric Power Company, Inc.",72.69,+0.73,+1.01%,109,27,36.465B,19.54
15,601991.SS,"Datang International Power Generation Co., Ltd.",2.4200,+0.0900,+3.86%,47.591M,9.619M,35.96B,33.15
16,EGIE3.SA,Engie Brasil Energia S.A.,44.19,+0.31,+0.71%,"377,800",1.424M,36.056B,15.98
17,AEPC.VI,"American Electric Power Company, Inc.",73.06,+0.73,+1.01%,0,0,36.463B,19.63
18,EXC,Exelon Corporation,36.62,-0.38,-1.01%,"959,811",6.102M,35.688B,13.67
19,CPFE3.SA,CPFL Energia S.A.,30.96,-0.29,-0.93%,"777,300",1.627M,35.674B,11.67
20,CKP-R.BK,CK Power Public Company Limited,4.8200,+0.1000,+2.12%,59.478M,N/A,35.523B,130.27
21,NNGD.F,National Grid plc,49.40,+0.20,+0.41%,10,4,34.766B,7.67
22,600236.SS,"Guangxi Guiguan Electric PowerCo.,Ltd.",4.4400,+0.0600,+1.37%,10.129M,4.026M,34.998B,19.14
23,0371.HK,Beijing Enterprises Water Group Limited,3.480,+0.030,+0.87%,16.696M,15.371M,34.874B,6.99
24,NNGF.DE,National Grid plc,9.98,-0.08,-0.80%,708,"3,972",34.35B,N/A
25,9539.T,"Keiyo Gas Co., Ltd.","3,235.00",0.00,0.00%,200,801,34.694B,7.02
26,TPIPP.BK,TPI Polene Power Public Company Limited,4.1200,+0.0200,+0.49%,7.297M,11.876M,34.608B,7.53
27,TPIPP-R.BK,TPI Polene Power Public Company Limited,4.1200,+0.0200,+0.49%,7.297M,N/A,34.608B,7.53
28,SRE,Sempra Energy,117.95,+0.19,+0.16%,"479,117",1.846M,34.506B,14.25
29,NNGF.F,National Grid plc,10.05,+0.05,+0.50%,380,553,34.798B,N/A
30,ENRU.ME,Public Joint-Stock Company Enel Russia,0.9630,-0.0740,-7.14%,299.199M,46.982M,34.063B,N/A
31,PEO.DE,Exelon Corporation,32.80,0.00,0.00%,15,1,33.296B,12.24
32,SRE-PB,Sempra Energy,99.60,-1.12,-1.11%,167,"39,737",33.482B,12.03
33,XEL,Xcel Energy Inc.,63.35,-0.24,-0.39%,"796,803",3.173M,33.272B,24.47
34,600167.SS,"Luenmei Quantum Co.,Ltd",14.53,-0.15,-1.02%,9.776M,4.209M,33.246B,19.45
35,SRE-PA,Sempra Energy,98.03,-0.54,-0.54%,600,"92,193",32.93B,11.84
36,ECIFY,Electricite de France S.A.,2.0450,+0.1050,+5.41%,"4,317","117,037",32.764B,11.37
37,PEO.F,Exelon Corporation,32.60,-0.20,-0.61%,40,9,31.68B,12.16
38,BCPG.BK,BCPG Public Company Limited,15.90,-0.10,-0.63%,4.219M,4.402M,31.784B,16.91
39,BCPG-R.BK,BCPG Public Company Limited,15.90,-0.10,-0.63%,4.219M,N/A,31.777B,16.91
40,EXEC.VI,Exelon Corporation,32.80,-0.80,-2.38%,0,0,31.115B,12.24
41,E2F1.F,Electricite de France S.A.,1.8836,+0.3170,+20.23%,"1,000",89,33.04B,6.26
42,ENGQF,ENGIE SA,12.78,0.00,0.00%,111,"18,180",30.904B,26.30
43,ECIFF,Electricite de France S.A.,9.60,0.00,0.00%,7,"1,417",31.082B,10.68
