,Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,PE Ratio (TTM)
53,MARK.JK,PT Mark Dynamics Indonesia Tbk,680.00,+15.00,+2.26%,7.859M,5.113M,2.584T,41.87
54,7733.T,Olympus Corporation,"1,990.50",-38.00,-1.87%,4.377M,4.549M,2.559T,50.57
55,4578.T,"Otsuka Holdings Co., Ltd.","4,579.00",+72.00,+1.60%,1.804M,"963,989",2.483T,17.27
56,4523.T,"Eisai Co., Ltd.","8,535.00",+41.00,+0.48%,"642,100","777,520",2.446T,20.09
57,DVLA.JK,PT Darya-Varia Laboratoria Tbk,"2,170.00",-30.00,-1.36%,"46,200","21,074",2.429T,12.46
58,007575.KS,"Ilyang Pharmaceutical Co.,Ltd","90,500.00","-3,000.00",-3.21%,"45,991","45,494",2.229T,N/A
59,GILD.MX,"Gilead Sciences, Inc.","1,737.00",-3.00,-0.17%,309,"5,896",2.137T,445.84
60,008930.KS,"Hanmi Science Co., Ltd.","33,400.00",-500.00,-1.47%,"92,270","239,287",2.16T,N/A
61,019170.KS,"Shin Poong Pharm.Co.,Ltd.","39,400.00","+1,450.00",+3.82%,15.559M,8.24M,2.08T,N/A
62,003000.KS,"Bukwang Pharmaceutical Co., Ltd.","33,500.00",-550.00,-1.62%,1.387M,7.495M,2.085T,N/A
63,095700.KQ,"Genexine, Inc.","96,600.00","+2,300.00",+2.44%,"846,521","292,673",1.985T,N/A
64,JNJB34.SA,Johnson & Johnson,767.00,-2.71,-0.35%,70,"1,371",2.01T,119.69
65,CVS.MX,CVS Health Corporation,"1,450.00",-13.00,-0.89%,"5,504","5,411",1.849T,262.68
66,4507.T,"Shionogi & Co., Ltd.","6,286.00",-81.00,-1.27%,1.091M,1.361M,1.877T,15.90
67,019175.KS,"Shin Poong Pharm.Co.,Ltd.","52,200.00","-1,700.00",-3.15%,"542,935","429,051",1.941T,N/A
68,VRTX.MX,Vertex Pharmaceuticals Incorporated,"6,850.00",0.00,0.00%,1,304,1.731T,"1,185.53"
69,BDX.MX,"Becton, Dickinson and Company","5,693.31",0.00,0.00%,0,213,1.655T,"1,694.44"
70,PFE.ST,Pfizer Inc.,310.00,-6.00,-1.90%,"10,319","8,395",1.73T,110.75
71,006280.KS,Green Cross Corporation,"150,000.00","-1,500.00",-0.99%,"67,284","142,436",1.712T,N/A
72,6869.T,Sysmex Corporation,"8,012.00",-107.00,-1.32%,"396,300","578,784",1.673T,48.00
73,140410.KQ,"Mezzion Pharma Co.,Ltd.","184,100.00","+4,700.00",+2.62%,"115,455","173,409",1.573T,N/A
74,SRAJ.JK,PT Sejahteraraya Anugrahjaya Tbk,131.00,-2.00,-1.50%,"133,000","141,325",1.572T,N/A
75,SYK.MX,Stryker Corporation,"4,170.00",0.00,0.00%,0,50,1.512T,732.86
76,REGN.MX,"Regeneron Pharmaceuticals, Inc.","14,727.40",0.00,0.00%,10,499,1.468T,739.70
77,ISRG.MX,"Intuitive Surgical, Inc.","13,084.96",0.00,0.00%,0,N/A,1.498T,"1,128.01"
78,UNHH34.SA,UnitedHealth Group Incorporated,322.95,0.00,0.00%,0,"2,274",1.507T,22.60
79,4528.T,"Ono Pharmaceutical Co., Ltd.","3,014.00",-23.00,-0.76%,1.429M,1.342M,1.504T,25.45
80,CI.MX,Cigna Corporation,"4,145.00",-196.25,-4.52%,486,124,1.432T,318.16
81,ZTS.MX,Zoetis Inc.,"3,129.00",0.00,0.00%,0,321,1.468T,936.83
82,4151.T,"Kyowa Kirin Co., Ltd.","2,717.00",-49.00,-1.77%,"773,000","959,067",1.459T,20.06
83,009420.KS,"Hanall Biopharma Co.,Ltd","27,600.00","-1,350.00",-4.66%,"582,737","803,733",1.412T,N/A
84,086900.KQ,Medy-Tox Inc.,"252,600.00","+36,800.00",+17.05%,1.759M,"35,061",1.375T,N/A
85,SN.L,Smith & Nephew plc,"1,533.00",-45.50,-2.88%,"716,613",2.321M,13.422B,22.41
86,AZN.ST,AstraZeneca PLC,999.40,+0.70,+0.07%,"359,107","466,982",1.307T,863.79
87,298380.KQ,ABL Bio Inc.,"28,650.00",-800.00,-2.72%,1.191M,N/A,1.298T,N/A
88,MERK.JK,PT Merck Tbk,"2,860.00",0.00,0.00%,"15,700","38,746",1.281T,12.60
89,185750.KS,Chong Kun Dang Pharmaceutical Corp.,"118,000.00",0.00,0.00%,"54,071","93,739",1.277T,N/A
90,ILMN.MX,"Illumina, Inc.","8,552.00",0.00,0.00%,0,190,1.221T,"1,348.26"
91,007570.KS,"Ilyang Pharmaceutical Co.,Ltd","68,900.00",-800.00,-1.15%,"818,118",1.587M,1.254T,N/A
92,SUNPHARMA.BO,Sun Pharmaceutical Industries Limited,484.00,+4.55,+0.95%,"383,622","394,941",1.161T,30.85
93,086450.KQ,"DongKook Pharmaceutical Co., Ltd.","131,900.00",+500.00,+0.38%,"33,322","38,093",1.159T,N/A
94,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,482.50,+3.25,+0.68%,6.277M,12.561M,1.158T,30.75
95,069620.KS,"Daewoong Pharmaceutical Co., Ltd.","107,500.00","-3,000.00",-2.71%,"574,831","365,381",1.157T,N/A
96,BSX.MX,Boston Scientific Corporation,790.51,0.00,0.00%,0,N/A,1.105T,260.21
97,005690.KS,"Pharmicell Co., Ltd.","18,900.00",0.00,0.00%,1.273M,8.869M,1.133T,N/A
98,001065.KS,JW Pharmaceutical Corporation,"45,800.00","-1,200.00",-2.55%,"43,956","53,081",1.114T,N/A
99,BAX.MX,Baxter International Inc.,"1,954.15",0.00,0.00%,0,256,971.408B,"1,024.19"
0,MRCK34.SA,"Merck & Co., Inc.",422.38,0.00,0.00%,0,456,1.064T,107.07
1,BIIB.MX,Biogen Inc.,"6,404.12",+359.12,+5.94%,151,424,1.036T,197.66
2,005257.KS,Green Cross Holdings Corporation,"24,400.00","+1,300.00",+5.63%,"23,216","13,176",1.106T,N/A
3,005250.KS,Green Cross Holdings Corporation,"23,300.00",-800.00,-3.32%,"135,419","155,666",1.047T,N/A
4,003520.KS,"Yungjin Pharm. Co., Ltd.","5,560.00",+70.00,+1.28%,"619,714",2.142M,1.017T,N/A
5,NOVO-B.CO,Novo Nordisk A/S,433.50,+2.70,+0.63%,2.101M,2.878M,1.011T,25.41
6,084990.KQ,"Helixmith Co., Ltd","62,100.00","-1,500.00",-2.36%,"218,861","616,494",990.886B,N/A
7,PFIZ34.SA,Pfizer Inc.,181.50,-2.52,-1.37%,590,"1,579",998.827B,64.84
8,PRIM.JK,PT Royal Prima Tbk,286.00,-12.00,-4.03%,"13,200","145,562",970.521B,408.57
9,041960.KQ,"Komipharm International Co., Ltd.","16,500.00",-350.00,-2.08%,"386,528","310,094",953.896B,N/A
10,003090.KS,"Daewoong Co., Ltd.","22,800.00",-450.00,-1.94%,1.126M,2.066M,947.308B,N/A
11,IRRA.JK,PT Itama Ranoraya Tbk,590.00,+5.00,+0.85%,4.787M,5.431M,944B,28.30
12,237690.KQ,"ST Pharm Co.,Ltd.","50,400.00","-1,000.00",-1.95%,"658,343","202,688",940.262B,N/A
13,3141.T,"Welcia Holdings Co., Ltd.","8,910.00",-10.00,-0.11%,"645,300","509,506",930.712B,40.82
14,PEHA.JK,"PT Phapros, Tbk","1,105.00",-40.00,-3.49%,"718,400","133,811",928.2B,11.17
15,ABBV34.SA,AbbVie Inc.,533.35,0.00,0.00%,0,171,938.008B,94.40
16,DXCM.MX,"DexCom, Inc.","9,744.01",0.00,0.00%,0,293,896.657B,"6,124.46"
17,ABTT34.SA,Abbott Laboratories,124.60,0.00,0.00%,0,816,876.172B,250.33
18,CNC.MX,Centene Corporation,"1,442.00",0.00,0.00%,0,13,851.25B,774.85
19,WBA.MX,"Walgreens Boots Alliance, Inc.",979.99,+21.64,+2.26%,187,"5,354",845.633B,252.06
20,LILY34.SA,Eli Lilly and Company,443.03,0.00,0.00%,0,390,854.428B,146.80
21,VEEV.MX,Veeva Systems Inc.,"5,500.00",0.00,0.00%,0,191,821.205B,"2,791.88"
22,TMOS34.SA,Thermo Fisher Scientific Inc.,515.20,0.00,0.00%,0,779,804.562B,56.48
23,001067.KS,JW Pharmaceutical Corporation,"53,300.00",-200.00,-0.37%,"12,429","17,786",807.548B,N/A
24,AMGN34.SA,Amgen Inc.,"1,371.70",0.00,0.00%,0,306,797.782B,107.39
25,7747.T,"Asahi Intecc Co., Ltd.","3,045.00",-45.00,-1.46%,"529,800",1.015M,793.293B,75.32
26,000250.KQ,"Sam Chun Dang Pharm. Co., Ltd","36,450.00",-600.00,-1.62%,"179,250",N/A,780.241B,N/A
27,145020.KQ,"Hugel, Inc.","176,700.00","-344,100.00",-66.07%,"176,305","34,006",770.094B,N/A
28,4536.T,"Santen Pharmaceutical Co., Ltd.","1,925.00",-9.00,-0.47%,"919,000","901,282",769.086B,32.62
29,268600.KQ,"Cellivery Therapeutics, Inc.","97,700.00","-1,500.00",-1.51%,"112,659",N/A,764.025B,N/A
30,000105.KS,Yuhan Corporation,"54,600.00",-400.00,-0.73%,"12,840","40,450",752.404B,N/A
31,HCA.MX,"HCA Healthcare, Inc.","2,240.00",0.00,0.00%,0,529,725.505B,254.81
32,092040.KQ,"Amicogen, Inc.","39,000.00",0.00,0.00%,"902,213","124,525",748.469B,N/A
33,170900.KS,"Dong-A ST Co., Ltd.","87,700.00","-1,600.00",-1.79%,"23,123","26,422",740.047B,N/A
34,003850.KS,"Boryung Pharmaceutical Co., Ltd.","16,250.00",-450.00,-2.69%,"636,198","940,976",738.727B,N/A
35,183490.KQ,Enzychem Lifesciences Corporation,"93,400.00",-500.00,-0.53%,"89,994",N/A,732.048B,N/A
36,BMYB34.SA,Bristol-Myers Squibb Company,323.27,0.00,0.00%,0,250,730.829B,630.16
37,3391.T,Tsuruha Holdings Inc.,"14,900.00",-90.00,-0.60%,"190,400","220,690",720.822B,25.92
38,DHER34.SA,Danaher Corporation,235.62,0.00,0.00%,0,147,689.516B,53.40
39,001060.KS,JW Pharmaceutical Corporation,"33,200.00","-2,450.00",-6.87%,"761,408","789,219",685.992B,N/A
40,3349.T,COSMOS Pharmaceutical Corporation,"17,150.00",-20.00,-0.12%,"215,800","236,081",679.125B,33.59
41,MDTC34.SA,Medtronic plc,252.60,0.00,0.00%,0,303,658.718B,71.36
42,271980.KS,"Jeil Pharmaceutical Co.,Ltd","45,200.00",+50.00,+0.11%,"151,419","611,777",660.575B,N/A
43,039200.KQ,Oscotec Inc.,"23,500.00",-550.00,-2.29%,"294,877",N/A,660.392B,N/A
44,DRREDDY.NS,Dr. Reddy's Laboratories Limited,"3,886.70",+63.20,+1.65%,1.362M,1.155M,644.446B,33.11
45,DRREDDY.BO,Dr. Reddy's Laboratories Limited,"3,886.25",+63.40,+1.66%,"35,832","31,883",644.484B,33.10
46,001630.KS,Chong Kun Dang Holdings Corp.,"125,000.00","+3,000.00",+2.46%,"12,508","41,004",626.233B,N/A
47,IQV.MX,IQVIA Holdings Inc.,"3,195.00",0.00,0.00%,0,N/A,605.219B,"2,939.28"
48,008490.KS,"Suheung Co., Ltd.","54,400.00",+200.00,+0.37%,"51,816","78,832",604.879B,N/A
49,000640.KS,"Dong-A Socio Holdings Co., Ltd.","98,900.00",+200.00,+0.20%,"16,066","18,609",597.367B,N/A
50,4587.T,PeptiDream Inc.,"4,675.00",-60.00,-1.27%,"772,200","716,185",587.961B,N/A
51,DIVISLAB.BO,Divi's Laboratories Limited,"2,164.25",-19.55,-0.90%,"26,583","22,271",574.725B,41.74
52,DIVISLAB.NS,Divi's Laboratories Limited,"2,163.50",-21.00,-0.96%,1.586M,"853,182",574.342B,41.73
53,BTL.SG,BT Group plc,74.41,-1.86,-2.44%,0,36,739.361B,N/A
54,MCK.MX,McKesson Corporation,"3,285.00",0.00,0.00%,0,14,527.765B,662.70
55,4506.T,"Sumitomo Dainippon Pharma Co., Ltd.","1,384.00",-11.00,-0.79%,"830,200","964,260",549.856B,13.49
56,ZBH.MX,"Zimmer Biomet Holdings, Inc.","2,739.65",0.00,0.00%,0,38,540.253B,"1,508.62"
57,4516.T,"Nippon Shinyaku Co., Ltd.","7,970.00",-50.00,-0.62%,"229,800","195,214",536.815B,31.83
58,214450.KQ,"Pharma Research Products Co., Ltd","56,600.00","+2,800.00",+5.20%,"266,996","191,025",535.788B,N/A
59,144510.KQ,Green Cross Lab Cell Corporation,"50,200.00",-600.00,-1.18%,"125,091",N/A,529.816B,N/A
60,243070.KQ,"Huons Co., Ltd.","58,600.00","-3,400.00",-5.48%,"285,718","58,461",526.448B,N/A
61,083790.KQ,"CrystalGenomics, Inc.","13,000.00",+150.00,+1.17%,1.45M,"665,982",525.885B,N/A
62,263050.KQ,"Eutilex.Co.,Ltd.","72,000.00",-400.00,-0.55%,"68,155",N/A,524.899B,N/A
63,065660.KQ,"Anterogen.Co.,Ltd.","65,400.00","-1,600.00",-2.39%,"151,332","150,339",520.167B,N/A
64,174900.KQ,AbClon Inc.,"76,100.00","+2,700.00",+3.68%,"251,212","341,315",517.48B,N/A
65,MRNA.MX,"Moderna, Inc.","1,389.47",+7.07,+0.51%,"2,051","21,961",508.955B,N/A
66,600276.SS,"Jiangsu Hengrui Medicine Co., Ltd.",97.06,-0.23,-0.24%,35.871M,22.671M,515.073B,95.53
67,141080.KQ,"LegoChem Biosciences, Inc.","48,500.00",+300.00,+0.62%,1.75M,"318,275",514.081B,N/A
68,GILD34.SA,"Gilead Sciences, Inc.",205.30,-0.20,-0.10%,"5,660","1,026",513.047B,52.70
69,CIPLA.BO,Cipla Limited,634.45,-1.95,-0.31%,"201,962","305,686",511.539B,33.11
70,CIPLA.NS,Cipla Limited,634.40,-2.15,-0.34%,6.949M,8.508M,511.378B,33.11
71,HIK.L,Hikma Pharmaceuticals PLC,"2,189.00",-46.00,-2.06%,"467,395",1.549M,5.045B,10.94
72,4581.T,"Taisho Pharmaceutical Holdings Co., Ltd.","6,240.00",-130.00,-2.04%,"78,900","96,953",498.044B,24.29
73,031390.KQ,Green Cross Cell Corporation,"41,100.00",-350.00,-0.84%,"87,902","847,874",491.383B,N/A
74,BIOCON.NS,Biocon Limited,401.75,+1.55,+0.39%,4.702M,7.723M,481.738B,63.77
75,BIOCON.BO,Biocon Limited,401.45,+1.55,+0.39%,"137,880","246,750",481.74B,63.72
76,003060.KS,"Aprogen pharmaceuticals,Inc.","1,735.00",-30.00,-1.70%,5.349M,21.468M,475.975B,N/A
77,048530.KQ,"iNtRON Biotechnology, Inc.","15,800.00",+700.00,+4.64%,"635,340",N/A,472.079B,N/A
78,AUROPHARMA.BO,Aurobindo Pharma Limited,801.95,+25.95,+3.34%,"157,607","283,268",469.894B,16.60
79,AUROPHARMA.NS,Aurobindo Pharma Limited,801.90,+25.70,+3.31%,4.307M,7.206M,469.865B,16.60
80,BH-R.BK,Bumrungrad Hospital Public Company Limited,120.00,-1.00,-0.83%,1.127M,N/A,470.914B,30.38
81,2784.T,Alfresa Holdings Corporation,"2,168.00",+13.00,+0.60%,"540,200","480,864",458.909B,11.39
82,7649.T,"Sugi Holdings Co.,Ltd.","7,390.00",-180.00,-2.38%,"279,500","274,873",456.805B,21.05
83,CVSH34.SA,CVS Health Corporation,172.00,0.00,0.00%,0,292,447.599B,31.16
84,4530.T,"Hisamitsu Pharmaceutical Co., Inc.","5,480.00",+20.00,+0.37%,"159,600","135,925",447.517B,24.11
85,SAME.JK,PT Sarana Meditama Metropolitan Tbk,75.00,-1.00,-1.32%,3.683M,4.283M,442.5B,N/A
86,048410.KQ,"Hyundai Bioscience Co., Ltd.","12,850.00",-300.00,-2.28%,"576,058","389,916",439.241B,N/A
87,058820.KQ,"CMG Pharmaceutical Co., Ltd.","4,025.00",-75.00,-1.83%,1.344M,8.046M,438.29B,N/A
88,002390.KS,"Handok, Inc.","31,600.00","+1,200.00",+3.95%,"504,569","142,831",434.927B,N/A
89,053030.KQ,"BINEX Co., Ltd.","13,850.00","+1,050.00",+8.20%,1.943M,"853,832",431.951B,N/A
90,048260.KQ,"Osstem Implant Co., Ltd.","30,600.00",+550.00,+1.83%,"68,645","122,725",426.598B,N/A
91,245620.KQ,"Eone Diagnomics Genome Center Co., Ltd.","11,700.00",0.00,0.00%,1.202M,N/A,423.223B,N/A
92,206640.KQ,Boditech Med Inc.,"18,150.00",+150.00,+0.83%,"219,011",N/A,420.882B,N/A
93,TDOC.MX,"Teladoc Health, Inc.","4,730.00",-127.21,-2.62%,1,N/A,417.964B,N/A
94,000020.KS,"Dongwha Pharm.Co.,Ltd","15,200.00",+100.00,+0.66%,"662,344",2.227M,419.637B,N/A
95,7459.T,MediPal Holdings Corporation,"1,980.00",-8.00,-0.40%,"599,700","468,939",415.729B,11.98
96,9989.T,"Sundrug Co.,Ltd.","3,540.00",-15.00,-0.42%,"447,900","482,800",413.826B,17.47
97,VRTX34.SA,Vertex Pharmaceuticals Incorporated,406.53,0.00,0.00%,0,147,415.4B,281.43
98,078160.KQ,"MEDIPOST Co., Ltd.","26,850.00","-1,150.00",-4.11%,"276,659","285,606",412.948B,N/A
99,033270.KS,Korea United Pharm Inc.,"27,700.00","-2,000.00",-6.73%,"552,477","406,500",410.797B,N/A
0,3088.T,"Matsumotokiyoshi Holdings Co., Ltd.","3,935.00",-25.00,-0.63%,"463,600","464,323",403.908B,15.44
1,011000.KS,"GeneOne Life Science, Inc.","9,060.00",-60.00,-0.66%,"674,873",5.223M,402.668B,N/A
2,TORNTPHARM.NS,Torrent Pharmaceuticals Limited,"2,342.80",+9.65,+0.41%,"272,319","860,959",396.456B,38.69
3,TORNTPHARM.BO,Torrent Pharmaceuticals Limited,"2,342.35",+7.30,+0.31%,"22,983","21,123",396.159B,38.68
4,LUPIN.NS,Lupin Limited,865.40,-5.10,-0.59%,3.516M,3.74M,392.24B,N/A
5,LUPIN.BO,Lupin Limited,865.35,-5.45,-0.63%,"228,392","136,070",392.082B,N/A
6,CTEC.L,Convatec Group Plc,193.80,-0.30,-0.15%,3.012M,5.193M,3.877B,387.60
7,039840.KQ,DIO Corporation,"25,900.00",-300.00,-1.15%,"67,275","133,495",387.293B,N/A
8,102940.KQ,Kolon Life Science Inc.,"33,400.00","+1,400.00",+4.37%,"209,868","226,880",381.034B,N/A
9,JNJ.SN,Johnson & Johnson,143.54,+0.05,+0.03%,98,16,376.734B,22.40
10,JNJ,Johnson & Johnson,142.26,-0.59,-0.41%,2.645M,8.176M,375.047B,22.20
11,CADILAHC.NS,Cadila Healthcare Limited,359.70,-2.15,-0.59%,2.605M,6.155M,368.239B,31.31
12,CADILAHC.BO,Cadila Healthcare Limited,359.55,-2.30,-0.64%,"82,731","253,308",368.086B,31.29
13,4974.T,Takara Bio Inc.,"3,055.00",+55.00,+1.83%,"835,700",2.177M,367.871B,96.33
14,300760.SZ,"Shenzhen Mindray Bio-Medical Electronics Co., Ltd.",301.22,+1.58,+0.53%,6.854M,5.172M,366.19B,73.41
15,BDMS-R.BK,Bangkok Dusit Medical Services Public Company Limited,22.50,0.00,0.00%,27.23M,N/A,360.776B,36.82
16,BDMS.BK,Bangkok Dusit Medical Services Public Company Limited,22.50,0.00,0.00%,27.23M,29.715M,357.57B,36.82
17,293480.KS,"Hana Pharm Co., Ltd.","22,600.00",-300.00,-1.31%,"76,824","123,149",355.487B,N/A
18,DGX.MX,Quest Diagnostics Incorporated,"2,592.00",0.00,0.00%,0,91,350.291B,445.97
19,REGN34.SA,"Regeneron Pharmaceuticals, Inc.",698.24,0.00,0.00%,0,70,352.249B,175.35
20,099190.KQ,"i-SENS, Inc.","25,400.00",+300.00,+1.20%,"54,601","75,926",348.925B,N/A
21,249420.KS,"Ildong Pharmaceutical Co., Ltd.","14,650.00",-50.00,-0.34%,"68,870","266,649",348.455B,N/A
22,084110.KQ,"Huons Global Co., Ltd.","31,950.00","-1,250.00",-3.77%,"91,615","71,443",346.61B,N/A
23,145720.KS,"Dentium CO., LTD","40,100.00",+750.00,+1.91%,"34,358","56,967",345.818B,N/A
24,005500.KS,"Samjin Pharmaceuticals Co., Ltd.","27,700.00",+550.00,+2.03%,"70,827","175,320",340.788B,N/A
25,003220.KS,"Daewon Pharmaceutical Co., Ltd.","17,550.00",+50.00,+0.29%,"220,574","915,174",344.408B,N/A
26,PYFA.JK,PT Pyridam Farma Tbk,635.00,+5.00,+0.79%,"76,400","458,782",339.776B,28.74
27,153710.KQ,"Optipharm.CO.,LTD","23,550.00",-350.00,-1.46%,"147,368",N/A,338.597B,N/A
28,096760.KS,JW Holdings Corporation,"5,080.00",-290.00,-5.40%,"557,388","612,704",336.809B,N/A
29,HOLX.MX,"Hologic, Inc.","1,286.70",0.00,0.00%,0,N/A,327.759B,764.07
30,9987.T,"Suzuken Co., Ltd.","3,745.00",-60.00,-1.58%,"421,900","287,889",333.96B,12.07
31,ABBOTINDIA.NS,Abbott India Limited,"15,634.50",-177.20,-1.12%,"8,802","18,553",331.974B,56.03
32,ABBOTINDIA.BO,Abbott India Limited,"15,634.70",-165.15,-1.05%,376,905,332.226B,56.03
33,JNJ.DE,Johnson & Johnson,125.56,-1.42,-1.12%,"4,414","13,037",329.23B,19.59
34,087010.KQ,"Peptron, Inc.","21,650.00",+200.00,+0.93%,"352,192","355,333",331.819B,N/A
35,JNJ.F,Johnson & Johnson,126.00,-1.00,-0.79%,904,"1,388",330.332B,19.66
36,JNJ.VI,Johnson & Johnson,125.96,-1.04,-0.82%,524,364,330.227B,19.66
37,4552.T,"JCR Pharmaceuticals Co., Ltd.","10,650.00",-200.00,-1.84%,"95,600","96,153",328.332B,123.32
